,NAME,Estimate!!Total,Estimate!!Total!!Owner-occupied housing units,Estimate!!Total!!Owner-occupied housing units!!Less than high school graduate,Estimate!!Total!!Owner-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Owner-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Owner-occupied housing units!!Bachelor's degree or higher,Estimate!!Total!!Renter-occupied housing units,Estimate!!Total!!Renter-occupied housing units!!Less than high school graduate,Estimate!!Total!!Renter-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Renter-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Renter-occupied housing units!!Bachelor's degree or higher,zip code tabulation area,HS or Higher Total,% HS or Higher
4934,ZCTA5 45220,6436,1897,53,164,210,1470,4539,232,491,1555,2261,45220,6151,0.9557178371659416
4935,ZCTA5 12449,1242,762,39,227,259,237,480,16,188,162,114,12449,1187,0.9557165861513688
4936,ZCTA5 68122,4200,3432,85,547,960,1840,768,101,182,298,187,68122,4014,0.9557142857142857
4937,ZCTA5 48191,1558,1286,59,421,592,214,272,10,88,99,75,48191,1489,0.9557124518613607
4938,ZCTA5 02807,429,318,0,42,96,180,111,19,22,54,16,2807,410,0.9557109557109557
4939,ZCTA5 06247,1106,965,40,288,366,271,141,9,82,32,18,6247,1057,0.9556962025316456
4940,ZCTA5 03820,13202,6992,231,1003,1935,3823,6210,354,1375,1597,2884,3820,12617,0.9556885320405999
4941,ZCTA5 60071,1399,913,19,234,346,314,486,43,184,195,64,60071,1337,0.9556826304503216
4942,ZCTA5 54027,361,339,16,142,110,71,22,0,10,8,4,54027,345,0.9556786703601108
4943,ZCTA5 87747,564,436,19,174,163,80,128,6,44,57,21,87747,539,0.9556737588652482
4944,ZCTA5 59047,5888,4081,133,1177,1166,1605,1807,128,707,731,241,59047,5627,0.955672554347826
4945,ZCTA5 61760,1015,830,39,316,315,160,185,6,91,57,31,61760,970,0.9556650246305419
4946,ZCTA5 54622,902,759,27,284,271,177,143,13,64,30,36,54622,862,0.9556541019955654
4947,ZCTA5 50325,6539,5199,67,420,1200,3512,1340,223,348,380,389,50325,6249,0.9556507111179079
4948,ZCTA5 72631,1894,1639,84,338,615,602,255,0,73,105,77,72631,1810,0.955649419218585
4949,ZCTA5 08876,8047,5543,185,908,1121,3329,2504,172,577,731,1024,8876,7690,0.9556356406114079
4950,ZCTA5 13808,586,462,24,167,133,138,124,2,56,45,21,13808,560,0.9556313993174061
4951,ZCTA5 90291,13612,4455,110,323,721,3301,9157,494,922,1705,6036,90291,13008,0.9556273875991772
4952,ZCTA5 98205,5025,4169,160,880,1767,1362,856,63,244,265,284,98205,4802,0.9556218905472637
4953,ZCTA5 67730,766,551,14,167,203,167,215,20,79,89,27,67730,732,0.9556135770234987
4954,ZCTA5 54751,9620,5480,236,1573,1489,2182,4140,191,1040,2013,896,54751,9193,0.9556133056133056
4955,ZCTA5 15220,8065,4789,242,1190,1008,2349,3276,116,456,831,1873,15220,7707,0.9556106633601984
4956,ZCTA5 27860,811,562,28,150,323,61,249,8,99,111,31,27860,775,0.9556103575832305
4957,ZCTA5 49653,811,683,36,120,168,359,128,0,53,48,27,49653,775,0.9556103575832305
4958,ZCTA5 62263,2207,1705,55,471,654,525,502,43,205,181,73,62263,2109,0.955595831445401
4959,ZCTA5 55330,13307,11077,508,2312,4698,3559,2230,83,701,1162,284,55330,12716,0.9555872848876531
4960,ZCTA5 08108,7385,4887,134,866,977,2910,2498,194,448,648,1208,8108,7057,0.9555856465809073
4961,ZCTA5 75023,18121,11586,438,1011,3550,6587,6535,367,887,2490,2791,75023,17316,0.9555764030682633
4962,ZCTA5 50258,405,327,7,139,146,35,78,11,24,20,23,50258,387,0.9555555555555556
4963,ZCTA5 66951,315,253,10,88,83,72,62,4,14,36,8,66951,301,0.9555555555555556
4964,ZCTA5 50670,900,747,29,234,329,155,153,11,63,45,34,50670,860,0.9555555555555556
4965,ZCTA5 67740,720,521,29,134,227,131,199,3,102,76,18,67740,688,0.9555555555555556
4966,ZCTA5 54730,1957,1678,60,501,553,564,279,27,115,91,46,54730,1870,0.9555442003065917
4967,ZCTA5 40299,15813,12404,330,2718,3722,5634,3409,373,774,1002,1260,40299,15110,0.9555429077341427
4968,ZCTA5 53183,1057,838,8,121,223,486,219,39,34,109,37,53183,1010,0.9555345316934721
4969,ZCTA5 62520,697,610,24,223,155,208,87,7,63,6,11,62520,666,0.9555236728837877
4970,ZCTA5 78230,18638,9102,189,955,2247,5711,9536,640,1884,3008,4004,78230,17809,0.9555209786457775
4971,ZCTA5 59001,607,500,3,131,225,141,107,24,40,37,6,59001,580,0.9555189456342669
4972,ZCTA5 94020,607,436,0,20,172,244,171,27,70,10,64,94020,580,0.9555189456342669
4973,ZCTA5 49629,1034,810,12,141,268,389,224,34,52,98,40,49629,988,0.9555125725338491
4974,ZCTA5 67758,472,367,14,102,152,99,105,7,51,25,22,67758,451,0.9555084745762712
4975,ZCTA5 60490,6068,5763,247,725,1259,3532,305,23,51,27,204,60490,5798,0.9555042847725774
4976,ZCTA5 98122,18923,6004,88,208,734,4974,12919,754,1272,3711,7182,98122,18081,0.9555038841621307
4977,ZCTA5 62902,2000,1264,75,177,491,521,736,14,89,348,285,62902,1911,0.9555
4978,ZCTA5 29370,382,353,8,95,114,136,29,9,6,5,9,29370,365,0.9554973821989529
4979,ZCTA5 11752,2965,2448,110,852,735,751,517,22,133,299,63,11752,2833,0.9554806070826307
4980,ZCTA5 60195,2223,739,19,76,264,380,1484,80,85,228,1091,60195,2124,0.9554655870445344
4981,ZCTA5 55357,1145,1032,38,210,366,418,113,13,63,14,23,55357,1094,0.9554585152838428
4982,ZCTA5 48430,14727,11451,326,2355,4263,4507,3276,330,941,1121,884,48430,14071,0.9554559652339241
4983,ZCTA5 02343,4085,3288,71,906,1269,1042,797,111,209,400,77,2343,3903,0.9554467564259486
4984,ZCTA5 06423,2289,2020,87,491,614,828,269,15,105,57,92,6423,2187,0.9554390563564875
4985,ZCTA5 95949,8347,7373,314,1316,3348,2395,974,58,162,397,357,95949,7975,0.9554330897328381
4986,ZCTA5 12033,3074,2331,48,512,888,883,743,89,174,217,263,12033,2937,0.9554326610279765
4987,ZCTA5 63332,516,452,23,159,147,123,64,0,31,17,16,63332,493,0.9554263565891473
4988,ZCTA5 49417,12395,9790,468,2055,2968,4299,2605,85,569,1227,724,49417,11842,0.9553852359822509
4989,ZCTA5 64448,381,333,7,128,97,101,48,10,13,16,9,64448,364,0.9553805774278216
4990,ZCTA5 14610,7014,4037,107,334,789,2807,2977,206,457,919,1395,14610,6701,0.9553749643570003
4991,ZCTA5 03882,605,492,27,157,173,135,113,0,84,20,9,3882,578,0.9553719008264463
4992,ZCTA5 64075,4369,3178,93,1090,1227,768,1191,102,424,531,134,64075,4174,0.955367360952163
4993,ZCTA5 43311,7595,4805,206,2238,1224,1137,2790,133,1461,906,290,43311,7256,0.9553653719552337
4994,ZCTA5 32833,3271,2556,146,640,827,943,715,0,405,180,130,32833,3125,0.9553653317028432
4995,ZCTA5 53150,9521,7974,261,2132,2463,3118,1547,164,468,634,281,53150,9096,0.9553618317403634
4996,ZCTA5 47122,3785,3380,162,918,1079,1221,405,7,129,142,127,47122,3616,0.9553500660501981
4997,ZCTA5 67025,1321,1097,25,305,369,398,224,34,50,115,25,67025,1262,0.9553368660105981
4998,ZCTA5 95124,17057,12655,332,1324,2711,8288,4402,430,622,1618,1732,95124,16295,0.9553262590138946
4999,ZCTA5 54136,2686,1807,37,567,680,523,879,83,261,366,169,54136,2566,0.9553239017125837
5000,ZCTA5 11754,6534,5305,149,1038,1512,2606,1229,143,407,336,343,11754,6242,0.9553106825834099
5001,ZCTA5 06256,895,783,27,265,325,166,112,13,40,35,24,6256,855,0.9553072625698324
5002,ZCTA5 84333,895,700,26,209,232,233,195,14,52,95,34,84333,855,0.9553072625698324
5003,ZCTA5 56039,358,313,16,125,123,49,45,0,10,27,8,56039,342,0.9553072625698324
5004,ZCTA5 89084,9330,5946,225,1002,2157,2562,3384,192,684,1799,709,89084,8913,0.9553054662379421
5005,ZCTA5 48189,5525,4440,146,1006,1730,1558,1085,101,337,459,188,48189,5278,0.9552941176470588
5006,ZCTA5 27858,22632,10112,403,1270,2705,5734,12520,609,2089,6668,3154,27858,21620,0.9552845528455285
5007,ZCTA5 61531,1364,1129,46,366,362,355,235,15,93,117,10,61531,1303,0.9552785923753666
5008,ZCTA5 20112,8072,7642,320,902,2125,4295,430,41,63,75,251,20112,7711,0.9552775024777007
5009,ZCTA5 28467,4852,4504,192,1180,1760,1372,348,25,147,122,54,28467,4635,0.9552761747732894
5010,ZCTA5 85743,11468,9397,384,1631,3362,4020,2071,129,429,747,766,85743,10955,0.9552668294384374
5011,ZCTA5 53189,9898,7887,292,1438,2513,3644,2011,151,437,964,459,53189,9455,0.9552434835320267
5012,ZCTA5 18049,7461,5263,119,1668,1352,2124,2198,215,558,764,661,18049,7127,0.9552338828575258
5013,ZCTA5 55344,7103,2288,15,231,394,1648,4815,303,679,1466,2367,55344,6785,0.9552301844291144
5014,ZCTA5 52227,1005,873,35,217,347,274,132,10,34,52,36,52227,960,0.9552238805970149
5015,ZCTA5 60468,2233,1841,79,656,753,353,392,21,110,195,66,60468,2133,0.955217196596507
5016,ZCTA5 02879,8418,6223,167,899,1257,3900,2195,210,628,495,862,2879,8041,0.9552150154430982
5017,ZCTA5 63376,28466,23597,1021,4814,7588,10174,4869,254,1354,2012,1249,63376,27191,0.9552097238811214
5018,ZCTA5 19044,6675,4055,146,1019,853,2037,2620,153,468,915,1084,19044,6376,0.9552059925093633
5019,ZCTA5 50265,13391,8803,231,1258,2682,4632,4588,369,617,1829,1773,50265,12791,0.9551937868717796
5020,ZCTA5 71367,424,368,19,194,100,55,56,0,36,20,0,71367,405,0.9551886792452831
5021,ZCTA5 64111,10127,2626,41,208,510,1867,7501,413,1115,2206,3767,64111,9673,0.9551693492643428
5022,ZCTA5 23236,9792,8508,352,1619,2474,4063,1284,87,420,470,307,23236,9353,0.9551674836601307
5023,ZCTA5 02184,14074,10384,274,2256,2340,5514,3690,357,996,995,1342,2184,13443,0.9551655535029132
5024,ZCTA5 59330,3724,2511,61,677,1003,770,1213,106,592,270,245,59330,3557,0.9551557465091299
5025,ZCTA5 70447,4772,4414,210,701,1123,2380,358,4,112,105,137,70447,4558,0.9551550712489523
5026,ZCTA5 44118,15428,9130,213,917,1929,6071,6298,479,1259,1891,2669,44118,14736,0.9551464869069225
5027,ZCTA5 75056,21956,13697,794,1743,3984,7176,8259,191,1079,3332,3657,75056,20971,0.9551375478229186
5028,ZCTA5 37191,1404,1162,30,401,467,264,242,33,49,86,74,37191,1341,0.9551282051282052
5029,ZCTA5 03086,1649,1363,38,426,392,507,286,36,155,66,29,3086,1575,0.9551243177683445
5030,ZCTA5 10987,1337,1079,39,139,251,650,258,21,62,76,99,10987,1277,0.9551234106207929
5031,ZCTA5 95662,12055,8692,287,1363,3569,3473,3363,254,743,1552,814,95662,11514,0.955122355868934
5032,ZCTA5 18036,5214,4565,171,1268,1174,1952,649,63,302,167,117,18036,4980,0.9551208285385501
5033,ZCTA5 10928,1760,936,41,232,255,408,824,38,151,215,420,10928,1681,0.9551136363636363
5034,ZCTA5 99208,21409,13809,414,2217,5219,5959,7600,547,2112,3561,1380,99208,20448,0.9551123359334859
5035,ZCTA5 48377,7659,3659,239,443,821,2156,4000,105,582,851,2462,48377,7315,0.9550855203029116
5036,ZCTA5 76626,423,312,7,132,74,99,111,12,30,63,6,76626,404,0.9550827423167849
5037,ZCTA5 59802,9283,4238,136,481,1365,2256,5045,281,926,2103,1735,59802,8866,0.9550791769901972
5038,ZCTA5 03777,512,423,6,94,139,184,89,17,27,24,21,3777,489,0.955078125
5039,ZCTA5 14889,601,508,18,192,186,112,93,9,39,28,17,14889,574,0.9550748752079867
5040,ZCTA5 15203,5342,2113,145,552,353,1063,3229,95,511,686,1937,15203,5102,0.9550730063646574
5041,ZCTA5 03748,2159,1578,85,167,556,770,581,12,303,159,107,3748,2062,0.9550717924965262
5042,ZCTA5 80026,12041,8716,321,930,1777,5688,3325,220,659,1287,1159,80026,11500,0.9550701768956067
5043,ZCTA5 98092,16090,11397,328,2189,4287,4593,4693,395,1295,1804,1199,98092,15367,0.9550652579241765
5044,ZCTA5 30062,23407,18332,434,1456,3828,12614,5075,618,671,1456,2330,30062,22355,0.9550561797752809
5045,ZCTA5 44807,890,693,27,443,181,42,197,13,108,73,3,44807,850,0.9550561797752809
5046,ZCTA5 51035,801,618,30,218,215,155,183,6,76,80,21,51035,765,0.9550561797752809
5047,ZCTA5 67124,3113,2049,80,421,858,690,1064,60,332,457,215,67124,2973,0.9550273048506264
5048,ZCTA5 58228,378,260,4,71,123,62,118,13,35,63,7,58228,361,0.955026455026455
5049,ZCTA5 64155,8360,6353,248,1028,2014,3063,2007,128,684,693,502,64155,7984,0.9550239234449761
5050,ZCTA5 97224,14563,9977,248,979,3034,5716,4586,407,998,1921,1260,97224,13908,0.9550230035020257
5051,ZCTA5 37403,1356,419,11,77,60,271,937,50,203,273,411,37403,1295,0.9550147492625368
5052,ZCTA5 15631,489,319,11,176,73,59,170,11,126,21,12,15631,467,0.9550102249488752
5053,ZCTA5 50006,689,520,25,199,183,113,169,6,77,76,10,50006,658,0.9550072568940493
5054,ZCTA5 19001,6223,5180,220,1070,1145,2745,1043,60,303,332,348,19001,5943,0.9550056242969629
5055,ZCTA5 16063,3088,1960,112,619,325,904,1128,27,259,327,515,16063,2949,0.9549870466321243
5056,ZCTA5 55992,2066,1568,64,380,629,495,498,29,256,148,65,55992,1973,0.9549854791868344
5057,ZCTA5 21666,4598,3893,167,771,937,2018,705,40,320,201,144,21666,4391,0.9549804262722923
5058,ZCTA5 50846,422,320,16,173,90,41,102,3,44,41,14,50846,403,0.9549763033175356
5059,ZCTA5 61814,422,347,19,108,149,71,75,0,43,20,12,61814,403,0.9549763033175356
5060,ZCTA5 85373,8906,7594,341,1933,3121,2199,1312,60,437,589,226,85373,8505,0.9549741747136762
5061,ZCTA5 48131,2976,2219,88,498,960,673,757,46,261,378,72,48131,2842,0.9549731182795699
5062,ZCTA5 03574,1066,736,5,181,294,256,330,43,71,147,69,3574,1018,0.9549718574108818
5063,ZCTA5 11724,999,848,45,102,38,663,151,0,6,0,145,11724,954,0.954954954954955
5064,ZCTA5 64401,555,476,21,185,134,136,79,4,25,30,20,64401,530,0.954954954954955
5065,ZCTA5 60439,8258,6883,265,1720,1825,3073,1375,107,472,343,453,60439,7886,0.9549527730685397
5066,ZCTA5 46347,1798,1545,65,650,453,377,253,16,120,51,66,46347,1717,0.9549499443826474
5067,ZCTA5 12151,355,296,10,52,57,177,59,6,9,17,27,12151,339,0.9549295774647887
5068,ZCTA5 63303,19742,14444,520,2943,4137,6844,5298,370,981,2271,1676,63303,18852,0.9549184479789282
5069,ZCTA5 92373,12841,6769,123,592,2007,4047,6072,456,1142,2078,2396,92373,12262,0.9549100537341328
5070,ZCTA5 04468,4014,2583,102,801,817,863,1431,79,334,690,328,4468,3833,0.9549078226208271
5071,ZCTA5 48032,754,706,34,249,319,104,48,0,12,34,2,48032,720,0.9549071618037135
5072,ZCTA5 44609,1574,1364,50,775,302,237,210,21,96,64,29,44609,1503,0.9548919949174078
5073,ZCTA5 67456,1707,1152,46,194,357,555,555,31,184,228,112,67456,1630,0.9548916227299356
5074,ZCTA5 44303,3547,1946,52,218,416,1260,1601,108,278,521,694,44303,3387,0.9548914575697772
5075,ZCTA5 44251,399,361,11,50,110,190,38,7,10,18,3,44251,381,0.9548872180451128
5076,ZCTA5 18085,399,302,10,121,91,80,97,8,19,66,4,18085,381,0.9548872180451128
5077,ZCTA5 98503,15450,8117,217,1231,3462,3207,7333,480,1858,3183,1812,98503,14753,0.9548867313915858
5078,ZCTA5 22911,7248,4456,137,527,947,2845,2792,190,544,682,1376,22911,6921,0.9548841059602649
5079,ZCTA5 67526,1219,949,31,281,380,257,270,24,137,73,36,67526,1164,0.9548810500410172
5080,ZCTA5 49445,8134,7378,310,1723,2965,2380,756,57,218,309,172,49445,7767,0.9548807474797147
5081,ZCTA5 20872,4255,3632,128,580,938,1986,623,64,135,206,218,20872,4063,0.954876615746181
5082,ZCTA5 99515,7889,6064,234,944,2248,2638,1825,122,423,732,548,99515,7533,0.9548738750158449
5083,ZCTA5 19468,10059,7259,183,1770,2144,3162,2800,271,677,770,1082,19468,9605,0.9548662888955165
5084,ZCTA5 55909,576,493,23,170,173,127,83,3,33,29,18,55909,550,0.9548611111111112
5085,ZCTA5 18074,2193,2068,74,532,634,828,125,25,10,42,48,18074,2094,0.9548563611491108
5086,ZCTA5 14141,3233,2250,114,722,727,687,983,32,524,318,109,14141,3087,0.954840705227343
5087,ZCTA5 07656,3299,2619,34,363,525,1697,680,115,146,171,248,7656,3150,0.9548347984237647
5088,ZCTA5 55318,10229,7442,198,1055,2131,4058,2787,264,620,1194,709,55318,9767,0.9548342946524587
5089,ZCTA5 98407,9321,5542,131,837,1808,2766,3779,290,867,1493,1129,98407,8900,0.9548331724063942
5090,ZCTA5 46321,8697,7607,346,1567,1842,3852,1090,47,204,421,418,46321,8304,0.9548120041393584
5091,ZCTA5 54738,1239,1021,45,306,333,337,218,11,75,104,28,54738,1183,0.9548022598870056
5092,ZCTA5 49008,6702,3943,67,380,1007,2489,2759,236,452,1089,982,49008,6399,0.9547896150402865
5093,ZCTA5 57260,376,306,6,114,112,74,70,11,24,21,14,57260,359,0.9547872340425532
5094,ZCTA5 56374,3227,2492,76,566,997,853,735,70,118,381,166,56374,3081,0.9547567400061977
5095,ZCTA5 68818,2188,1710,61,491,648,510,478,38,122,216,102,68818,2089,0.9547531992687386
5096,ZCTA5 66092,1348,1076,18,298,450,310,272,43,138,71,20,66092,1287,0.9547477744807121
5097,ZCTA5 06073,2055,1849,93,162,207,1387,206,0,7,113,86,6073,1962,0.9547445255474453
5098,ZCTA5 08812,4684,3770,177,741,995,1857,914,35,329,270,280,8812,4472,0.9547395388556789
5099,ZCTA5 27605,3159,1093,0,33,104,956,2066,143,107,416,1400,27605,3016,0.9547325102880658
5100,ZCTA5 43105,2871,2413,111,939,743,620,458,19,184,208,47,43105,2741,0.9547196098920236
5101,ZCTA5 83340,2098,1459,22,146,433,858,639,73,147,94,325,83340,2003,0.9547187797902764
5102,ZCTA5 45836,552,461,14,257,113,77,91,11,56,16,8,45836,527,0.9547101449275363
5103,ZCTA5 57225,861,623,26,262,195,140,238,13,97,105,23,57225,822,0.9547038327526133
5104,ZCTA5 55403,11082,2291,0,116,305,1870,8791,502,1077,2503,4709,55403,10580,0.9547013174517235
5105,ZCTA5 22810,309,263,6,60,96,101,46,8,38,0,0,22810,295,0.9546925566343042
5106,ZCTA5 19446,22069,14123,410,2647,2789,8277,7946,590,2060,2007,3289,19446,21069,0.9546875708006706
5107,ZCTA5 90713,9267,7562,345,1236,3175,2806,1705,75,395,850,385,90713,8847,0.9546778892845581
5108,ZCTA5 80224,8252,4540,60,437,1169,2874,3712,314,562,1366,1470,80224,7878,0.9546776539020844
5109,ZCTA5 57442,772,610,22,182,258,148,162,13,33,69,47,57442,737,0.9546632124352331
5110,ZCTA5 01036,1985,1770,90,444,459,777,215,0,95,65,55,1036,1895,0.9546599496221663
5111,ZCTA5 16365,8006,5572,238,2070,1552,1712,2434,125,1120,698,491,16365,7643,0.9546590057456907
5112,ZCTA5 18332,838,647,38,170,292,147,191,0,116,31,44,18332,800,0.954653937947494
5113,ZCTA5 33549,6858,5278,72,940,2056,2210,1580,239,343,517,481,33549,6547,0.9546515018955963
5114,ZCTA5 59044,4741,3706,121,1233,1322,1030,1035,94,383,391,167,59044,4526,0.9546509175279477
5115,ZCTA5 60025,14991,12362,486,1361,2507,8008,2629,194,503,769,1163,60025,14311,0.9546394503368688
5116,ZCTA5 20106,2028,1809,79,445,656,629,219,13,55,75,76,20106,1936,0.9546351084812623
5117,ZCTA5 53033,2116,2028,96,454,697,781,88,0,35,32,21,53033,2020,0.9546313799621928
5118,ZCTA5 03431,10336,5622,141,1352,1489,2640,4714,328,1036,1885,1465,3431,9867,0.954624613003096
5119,ZCTA5 62824,727,536,17,223,198,98,191,16,88,82,5,62824,694,0.9546079779917469
5120,ZCTA5 37075,24276,17632,696,3789,5469,7678,6644,406,1677,2404,2157,37075,23174,0.9546053715603888
5121,ZCTA5 33914,14735,11025,414,2940,3715,3956,3710,255,1280,1510,665,33914,14066,0.9545978961655921
5122,ZCTA5 90305,5946,3894,142,497,1405,1850,2052,128,389,871,664,90305,5676,0.9545913218970736
5123,ZCTA5 49735,7970,6183,198,1898,2209,1878,1787,164,697,572,354,49735,7608,0.9545796737766625
5124,ZCTA5 30907,18357,13492,533,2741,4343,5875,4865,301,1095,1773,1696,30907,17523,0.9545677398267691
5125,ZCTA5 57064,2046,1547,72,337,566,572,499,21,61,255,162,57064,1953,0.9545454545454546
5126,ZCTA5 56647,352,295,9,97,130,59,57,7,42,4,4,56647,336,0.9545454545454546
5127,ZCTA5 83714,9789,6667,176,990,2558,2943,3122,269,1019,1085,749,83714,9344,0.9545408111145163
5128,ZCTA5 20619,5213,3101,136,478,975,1512,2112,101,427,486,1098,20619,4976,0.9545367350853635
5129,ZCTA5 92508,10244,8052,384,1166,3035,3467,2192,82,422,979,709,92508,9778,0.9545099570480281
5130,ZCTA5 72022,6880,4576,214,983,1599,1780,2304,99,588,867,750,72022,6567,0.9545058139534883
5131,ZCTA5 48857,1055,848,35,262,365,186,207,13,122,63,9,48857,1007,0.9545023696682464
5132,ZCTA5 57022,1802,1462,33,398,553,478,340,49,187,61,43,57022,1720,0.9544950055493896
5133,ZCTA5 59102,20853,13657,417,3185,4071,5984,7196,532,2196,2472,1996,59102,19904,0.9544909605332567
5134,ZCTA5 03801,10327,5420,162,698,933,3627,4907,308,744,1405,2450,3801,9857,0.9544882347245086
5135,ZCTA5 14171,791,701,36,328,198,139,90,0,40,38,12,14171,755,0.95448798988622
5136,ZCTA5 04915,3955,2729,152,559,1002,1016,1226,28,400,379,419,4915,3775,0.95448798988622
5137,ZCTA5 53560,1560,1204,37,324,421,422,356,34,122,150,50,53560,1489,0.9544871794871795
5138,ZCTA5 01534,2307,1728,42,409,357,920,579,63,287,183,46,1534,2202,0.9544863459037711
5139,ZCTA5 98592,681,654,15,90,331,218,27,16,11,0,0,98592,650,0.9544787077826725
5140,ZCTA5 92119,9335,6629,156,733,2034,3706,2706,269,372,854,1211,92119,8910,0.9544724156400642
5141,ZCTA5 44230,3514,3065,160,1090,916,899,449,0,150,210,89,44230,3354,0.9544678429140581
5142,ZCTA5 95467,2284,1684,83,350,750,501,600,21,72,360,147,95467,2180,0.9544658493870403
5143,ZCTA5 52345,549,477,21,135,160,161,72,4,27,38,3,52345,524,0.9544626593806922
5144,ZCTA5 46311,7927,7166,304,2106,2170,2586,761,57,163,305,236,46311,7566,0.9544594424120096
5145,ZCTA5 82001,15348,9254,348,2196,3457,3253,6094,351,1532,2624,1587,82001,14649,0.9544566067240031
5146,ZCTA5 07748,9617,7823,259,1466,1748,4350,1794,179,601,510,504,7748,9179,0.9544556514505563
5147,ZCTA5 51455,988,759,31,317,246,165,229,14,104,77,34,51455,943,0.9544534412955465
5148,ZCTA5 29407,14973,8401,251,1424,2284,4442,6572,431,1439,2332,2370,29407,14291,0.9544513457556936
5149,ZCTA5 48169,8296,7548,345,1437,2964,2802,748,33,239,330,146,48169,7918,0.9544358727097396
5150,ZCTA5 05401,12325,3504,116,351,551,2486,8821,446,1452,2964,3959,5401,11763,0.9544016227180527
5151,ZCTA5 96743,4364,2629,33,582,900,1114,1735,166,451,472,646,96743,4165,0.9543996333638863
5152,ZCTA5 54021,2565,2022,50,653,721,598,543,67,176,231,69,54021,2448,0.9543859649122807
5153,ZCTA5 45334,855,582,31,287,191,73,273,8,155,57,53,45334,816,0.9543859649122807
5154,ZCTA5 48326,9404,4346,229,957,1570,1590,5058,200,627,1528,2703,48326,8975,0.954381114419396
5155,ZCTA5 46106,2301,1806,34,573,473,726,495,71,139,210,75,46106,2196,0.954367666232073
5156,ZCTA5 33326,10847,7422,199,1105,1696,4422,3425,296,471,800,1858,33326,10352,0.9543652622845026
5157,ZCTA5 66046,8151,3887,127,638,1170,1952,4264,245,951,1616,1452,66046,7779,0.9543614280456386
5158,ZCTA5 53521,1468,1279,55,338,436,450,189,12,66,84,27,53521,1401,0.9543596730245232
5159,ZCTA5 47575,460,360,21,242,78,19,100,0,83,17,0,47575,439,0.9543478260869566
5160,ZCTA5 06776,10029,7874,267,1734,2059,3814,2155,191,721,754,489,6776,9571,0.9543324359357862
5161,ZCTA5 91915,8255,6050,219,518,2380,2933,2205,158,291,1020,736,91915,7878,0.9543307086614173
5162,ZCTA5 65079,1642,1409,64,396,536,413,233,11,42,94,86,65079,1567,0.9543239951278928
5163,ZCTA5 95345,394,232,0,12,119,101,162,18,76,47,21,95345,376,0.9543147208121827
5164,ZCTA5 45865,1882,1549,58,541,415,535,333,28,123,90,92,45865,1796,0.9543039319872476
5165,ZCTA5 02917,4683,3635,168,872,787,1808,1048,46,506,358,138,2917,4469,0.9543027973521248
5166,ZCTA5 87114,25056,17150,761,2550,6131,7708,7906,384,1363,3882,2277,87114,23911,0.9543023627075351
5167,ZCTA5 50327,4266,3269,95,732,1088,1354,997,100,389,331,177,50327,4071,0.9542897327707455
5168,ZCTA5 46031,853,761,31,277,258,195,92,8,27,57,0,46031,814,0.9542790152403282
5169,ZCTA5 57046,328,273,15,132,100,26,55,0,41,12,2,57046,313,0.9542682926829268
5170,ZCTA5 19074,2055,1554,68,608,590,288,501,26,188,213,74,19074,1961,0.9542579075425791
5171,ZCTA5 55934,1224,1035,28,278,416,313,189,28,38,77,46,55934,1168,0.954248366013072
5172,ZCTA5 16410,612,559,25,292,150,92,53,3,36,8,6,16410,584,0.954248366013072
5173,ZCTA5 15108,16717,12094,352,2500,2922,6320,4623,413,1096,1349,1765,15108,15952,0.954238200634085
5174,ZCTA5 56334,2644,1984,59,521,819,585,660,62,289,131,178,56334,2523,0.9542360060514372
5175,ZCTA5 85650,6424,5599,183,736,2240,2440,825,111,172,318,224,85650,6130,0.9542341220423413
5176,ZCTA5 06365,1835,1610,58,495,598,459,225,26,79,68,52,6365,1751,0.9542234332425068
5177,ZCTA5 33966,4343,3065,96,422,890,1657,1278,103,253,416,506,33966,4144,0.954179138844117
5178,ZCTA5 78704,24115,8530,404,384,1218,6524,15585,701,1488,3794,9602,78704,23010,0.954177897574124
5179,ZCTA5 67009,371,240,17,87,88,48,131,0,76,42,13,67009,354,0.954177897574124
5180,ZCTA5 14485,1593,1225,51,213,432,529,368,22,119,191,36,14485,1520,0.9541745134965474
5181,ZCTA5 63129,21990,17264,690,3704,5389,7481,4726,318,1236,1926,1246,63129,20982,0.9541609822646657
5182,ZCTA5 01835,5257,3690,95,817,997,1781,1567,146,395,738,288,1835,5016,0.9541563629446452
5183,ZCTA5 45337,698,607,6,261,280,60,91,26,51,14,0,45337,666,0.9541547277936963
5184,ZCTA5 12873,349,320,16,86,108,110,29,0,13,12,4,12873,333,0.9541547277936963
5185,ZCTA5 49879,458,422,21,179,107,115,36,0,19,14,3,49879,437,0.9541484716157205
5186,ZCTA5 33547,7916,6556,233,889,1637,3797,1360,130,226,253,751,33547,7553,0.9541435068216271
5187,ZCTA5 60007,13411,9946,370,2104,3573,3899,3465,245,886,1217,1117,60007,12796,0.954142122138543
5188,ZCTA5 45330,327,247,15,80,101,51,80,0,41,39,0,45330,312,0.9541284403669725
5189,ZCTA5 20896,327,306,0,4,16,286,21,15,0,6,0,20896,312,0.9541284403669725
