,NAME,Estimate!!Total,Estimate!!Total!!Owner-occupied housing units,Estimate!!Total!!Owner-occupied housing units!!Less than high school graduate,Estimate!!Total!!Owner-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Owner-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Owner-occupied housing units!!Bachelor's degree or higher,Estimate!!Total!!Renter-occupied housing units,Estimate!!Total!!Renter-occupied housing units!!Less than high school graduate,Estimate!!Total!!Renter-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Renter-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Renter-occupied housing units!!Bachelor's degree or higher,zip code tabulation area,HS or Higher Total,% HS or Higher
531,ZCTA5 92122,19946,6339,46,403,1136,4754,13607,134,793,3771,8909,92122,19766,0.9909756342123734
532,ZCTA5 68135,9630,8703,49,966,2115,5573,927,38,154,372,363,68135,9543,0.9909657320872274
533,ZCTA5 80487,6752,4787,28,481,985,3293,1965,33,388,681,863,80487,6691,0.9909656398104265
534,ZCTA5 50635,663,524,3,191,206,124,139,3,42,71,23,50635,657,0.9909502262443439
535,ZCTA5 90403,12918,2976,14,118,347,2497,9942,103,637,1607,7595,90403,12801,0.9909428704133767
536,ZCTA5 19807,2981,2210,8,63,242,1897,771,19,132,144,476,19807,2954,0.9909426366990942
537,ZCTA5 01951,1654,1320,0,155,361,804,334,15,15,89,215,1951,1639,0.9909310761789601
538,ZCTA5 14477,549,473,5,198,167,103,76,0,36,40,0,14477,544,0.9908925318761385
539,ZCTA5 77054,12614,1950,0,162,466,1322,10664,115,661,3269,6619,77054,12499,0.9908831457111147
540,ZCTA5 13304,655,542,6,113,231,192,113,0,32,39,42,13304,649,0.9908396946564886
541,ZCTA5 94563,7071,6341,60,85,556,5640,730,5,73,70,582,94563,7006,0.9908075236883044
542,ZCTA5 80860,326,230,3,49,110,68,96,0,55,33,8,80860,323,0.99079754601227
543,ZCTA5 68349,434,381,4,124,169,84,53,0,25,11,17,68349,430,0.9907834101382489
544,ZCTA5 68347,976,949,6,122,385,436,27,3,6,10,8,68347,967,0.9907786885245902
545,ZCTA5 10576,1841,1671,9,71,261,1330,170,8,67,52,43,10576,1824,0.9907658881042911
546,ZCTA5 93730,4223,3159,6,207,727,2219,1064,33,196,379,456,93730,4184,0.9907648591049018
547,ZCTA5 95030,5070,3663,30,109,465,3059,1407,17,170,351,869,95030,5023,0.9907297830374754
548,ZCTA5 21210,5175,3181,9,116,267,2789,1994,39,81,214,1660,21210,5127,0.9907246376811594
549,ZCTA5 68341,431,337,4,154,102,77,94,0,48,36,10,68341,427,0.9907192575406032
550,ZCTA5 33715,3769,3327,35,314,922,2056,442,0,99,171,172,33715,3734,0.9907137171663571
551,ZCTA5 06890,1615,1363,10,117,94,1142,252,5,42,60,145,6890,1600,0.9907120743034056
552,ZCTA5 81432,1397,946,9,125,283,529,451,4,75,169,203,81432,1384,0.9906943450250537
553,ZCTA5 78731,12458,7251,58,195,837,6161,5207,58,360,1132,3657,78731,12342,0.9906887140793065
554,ZCTA5 07401,2254,1925,8,108,391,1418,329,13,38,47,231,7401,2233,0.9906832298136646
555,ZCTA5 33473,3540,2998,33,227,715,2023,542,0,125,52,365,33473,3507,0.9906779661016949
556,ZCTA5 68740,428,368,4,83,223,58,60,0,8,22,30,68740,424,0.9906542056074766
557,ZCTA5 01262,535,263,5,35,89,134,272,0,53,112,107,1262,530,0.9906542056074766
558,ZCTA5 37027,19468,16466,166,911,2288,13101,3002,16,330,691,1965,37027,19286,0.9906513252516951
559,ZCTA5 48864,9088,5692,21,304,671,4696,3396,64,163,1101,2068,48864,9003,0.9906470070422535
560,ZCTA5 97021,425,279,4,75,123,77,146,0,75,48,23,97021,421,0.9905882352941177
561,ZCTA5 96790,3604,2443,27,378,913,1125,1161,7,244,478,432,96790,3570,0.9905660377358491
562,ZCTA5 02635,1481,1342,14,183,351,794,139,0,38,36,65,2635,1467,0.9905469277515192
563,ZCTA5 45430,2855,2443,0,455,746,1242,412,27,21,153,211,45430,2828,0.9905429071803853
564,ZCTA5 94707,4861,4071,23,155,263,3630,790,23,13,115,639,94707,4815,0.9905369265583214
565,ZCTA5 01451,1583,1488,15,78,130,1265,95,0,32,5,58,1451,1568,0.9905243209096652
566,ZCTA5 10065,14844,5365,93,274,378,4620,9479,48,501,1048,7882,10065,14703,0.990501212611156
567,ZCTA5 55447,8627,6456,61,605,1677,4113,2171,21,484,699,967,55447,8545,0.9904949576909702
568,ZCTA5 61070,524,456,5,149,254,48,68,0,28,3,37,61070,519,0.9904580152671756
569,ZCTA5 03865,3039,2523,14,657,1008,844,516,15,207,237,57,3865,3010,0.9904573872984535
570,ZCTA5 50226,1988,1754,19,329,605,801,234,0,15,174,45,50226,1969,0.9904426559356136
571,ZCTA5 20854,16594,15255,120,505,1193,13437,1339,39,50,230,1020,20854,16435,0.9904182234542606
572,ZCTA5 23801,1352,31,0,0,10,21,1321,13,131,828,349,23801,1339,0.9903846153846154
573,ZCTA5 64436,311,288,3,98,100,87,23,0,4,19,0,64436,308,0.9903536977491961
574,ZCTA5 75225,8804,6711,57,188,593,5873,2093,28,120,446,1499,75225,8719,0.9903452975920036
575,ZCTA5 28594,1758,1396,13,222,434,727,362,4,83,146,129,28594,1741,0.9903299203640501
