,NAME,Estimate!!Total,Estimate!!Total!!Owner occupied,Estimate!!Total!!Owner occupied!!Householder 15 to 24 years,Estimate!!Total!!Owner occupied!!Householder 25 to 34 years,Estimate!!Total!!Owner occupied!!Householder 35 to 44 years,Estimate!!Total!!Owner occupied!!Householder 45 to 54 years,Estimate!!Total!!Owner occupied!!Householder 55 to 59 years,Estimate!!Total!!Owner occupied!!Householder 60 to 64 years,Estimate!!Total!!Owner occupied!!Householder 65 to 74 years,Estimate!!Total!!Owner occupied!!Householder 75 to 84 years,Estimate!!Total!!Owner occupied!!Householder 85 years and over,Estimate!!Total!!Renter occupied,Estimate!!Total!!Renter occupied!!Householder 15 to 24 years,Estimate!!Total!!Renter occupied!!Householder 25 to 34 years,Estimate!!Total!!Renter occupied!!Householder 35 to 44 years,Estimate!!Total!!Renter occupied!!Householder 45 to 54 years,Estimate!!Total!!Renter occupied!!Householder 55 to 59 years,Estimate!!Total!!Renter occupied!!Householder 60 to 64 years,Estimate!!Total!!Renter occupied!!Householder 65 to 74 years,Estimate!!Total!!Renter occupied!!Householder 75 to 84 years,Estimate!!Total!!Renter occupied!!Householder 85 years and over,zip code tabulation area,15-34 Renters,%15-34 Renters
4937,ZCTA5 16504,6299,4333,16,345,725,997,456,504,752,402,136,1966,409,438,230,351,140,47,110,145,96,16504,847,0.13446578822035243
4938,ZCTA5 77505,8300,5603,0,693,758,1392,688,778,825,357,112,2697,364,752,604,487,167,131,140,34,18,77505,1116,0.1344578313253012
4939,ZCTA5 75090,8286,5135,76,424,739,1120,764,457,887,582,86,3151,155,959,638,456,235,286,142,79,201,75090,1114,0.1344436398744871
4940,ZCTA5 21113,13411,8918,75,1450,1694,2171,1029,512,1345,441,201,4493,169,1634,1140,765,310,151,176,133,15,21113,1803,0.1344418760718813
4941,ZCTA5 78223,17808,10422,61,1328,1822,2451,1296,847,1469,843,305,7386,608,1786,1757,1351,431,560,571,235,87,78223,2394,0.13443396226415094
4942,ZCTA5 21216,10831,5303,3,293,505,1004,569,651,1224,647,407,5528,389,1067,1047,1114,587,535,553,201,35,21216,1456,0.13442895392853846
4943,ZCTA5 95322,3288,1932,9,259,202,394,233,177,383,165,110,1356,55,387,249,353,55,90,88,17,62,95322,442,0.13442822384428224
4944,ZCTA5 61301,4218,2681,69,296,359,540,310,283,411,292,121,1537,202,365,383,263,112,82,87,33,10,61301,567,0.13442389758179232
4945,ZCTA5 05661,2470,1755,0,166,258,493,151,144,292,181,70,715,95,237,106,58,40,53,61,24,41,5661,332,0.13441295546558704
4946,ZCTA5 89084,9330,5946,85,750,1286,884,584,584,1213,490,70,3384,171,1083,706,515,243,142,406,89,29,89084,1254,0.13440514469453377
4947,ZCTA5 57719,2924,1982,113,293,592,341,139,211,241,30,22,942,132,261,217,135,146,3,35,13,0,57719,393,0.13440492476060192
4948,ZCTA5 95536,1079,568,0,40,25,61,48,83,150,95,66,511,28,117,66,148,47,29,31,38,7,95536,145,0.13438368860055608
4949,ZCTA5 42134,6638,4192,48,351,561,787,572,486,840,426,121,2446,173,719,402,559,104,133,240,59,57,42134,892,0.1343778246459777
4950,ZCTA5 53925,3215,2312,27,278,304,460,261,315,391,214,62,903,100,332,128,109,39,38,38,79,40,53925,432,0.1343701399688958
4951,ZCTA5 03878,4964,2845,44,336,379,556,387,425,366,172,180,2119,128,539,214,474,250,215,148,135,16,3878,667,0.13436744560838035
4952,ZCTA5 69101,12414,7742,118,756,1357,1289,794,928,1333,832,335,4672,550,1118,706,545,546,336,390,268,213,69101,1668,0.13436442725954567
4953,ZCTA5 78416,5091,3044,16,369,227,597,259,313,561,440,262,2047,116,568,353,360,194,171,170,90,25,78416,684,0.13435474366529168
4954,ZCTA5 07077,923,655,0,37,125,154,56,82,127,49,25,268,11,113,50,49,19,19,7,0,0,7077,124,0.13434452871072589
4955,ZCTA5 61102,6113,3998,11,408,653,701,470,578,584,502,91,2115,254,567,501,312,184,103,98,96,0,61102,821,0.13430394241779814
4956,ZCTA5 75149,17603,10655,61,907,1995,2817,920,1060,1865,862,168,6948,475,1889,1909,1195,537,434,309,175,25,75149,2364,0.1342952905754701
4957,ZCTA5 29810,1817,1153,12,35,84,91,228,174,370,136,23,664,126,118,138,116,54,32,64,0,16,29810,244,0.13428728673637866
4958,ZCTA5 80758,1415,831,13,63,89,158,58,157,119,88,86,584,71,119,59,154,33,47,50,26,25,80758,190,0.13427561837455831
4959,ZCTA5 97230,15260,8769,34,1024,1383,1437,717,1116,1624,878,556,6491,455,1594,1314,966,780,253,602,263,264,97230,2049,0.13427260812581915
4960,ZCTA5 30165,15097,8623,57,882,1207,1690,799,956,1751,975,306,6474,701,1326,1517,983,543,494,601,153,156,30165,2027,0.13426508577863153
4961,ZCTA5 70094,11078,6645,5,478,892,945,880,897,1480,897,171,4433,180,1307,1257,736,316,222,231,139,45,70094,1487,0.1342300054161401
4962,ZCTA5 71846,1073,767,35,56,96,165,64,105,179,46,21,306,68,76,61,28,16,48,2,7,0,71846,144,0.1342031686859273
4963,ZCTA5 24473,462,366,6,0,19,34,18,129,95,65,0,96,0,62,0,17,0,0,17,0,0,24473,62,0.1341991341991342
4964,ZCTA5 71118,9681,5974,51,716,991,931,622,510,1065,740,348,3707,387,912,660,529,259,412,330,123,95,71118,1299,0.13418035326929037
4965,ZCTA5 39819,4129,2364,29,96,367,478,224,197,607,308,58,1765,208,346,290,364,204,86,122,101,44,39819,554,0.1341729232259627
4966,ZCTA5 17518,477,367,17,40,47,87,34,44,70,28,0,110,30,34,33,5,0,0,8,0,0,17518,64,0.13417190775681342
4967,ZCTA5 83634,7268,5498,107,965,1350,994,623,408,696,284,71,1770,75,900,328,380,5,0,56,26,0,83634,975,0.1341496973032471
4968,ZCTA5 38019,6181,3487,60,359,281,788,511,495,528,391,74,2694,133,696,628,446,158,84,337,124,88,38019,829,0.13412069244458824
4969,ZCTA5 42501,7143,4159,50,424,435,837,414,613,682,491,213,2984,345,613,608,585,152,239,226,176,40,42501,958,0.13411731765364693
4970,ZCTA5 38801,11520,6730,76,690,979,1261,678,632,1297,856,261,4790,311,1234,927,925,423,228,390,267,85,38801,1545,0.13411458333333334
4971,ZCTA5 51443,686,530,5,79,85,105,63,54,78,48,13,156,71,21,0,29,9,11,3,12,0,51443,92,0.13411078717201166
4972,ZCTA5 46989,1298,994,0,76,134,314,107,91,156,93,23,304,127,47,0,32,11,5,60,17,5,46989,174,0.13405238828967642
4973,ZCTA5 62226,12258,7910,55,790,993,1651,1100,855,1419,744,303,4348,416,1227,572,551,321,418,504,206,133,62226,1643,0.13403491597324196
4974,ZCTA5 41042,20475,13073,189,1126,2376,2712,1539,1524,2219,1034,354,7402,599,2145,1329,1120,466,334,616,387,406,41042,2744,0.13401709401709402
4975,ZCTA5 43055,24572,15010,237,1515,1691,3036,1698,1640,2945,1674,574,9562,1048,2245,1743,1640,623,638,834,521,270,43055,3293,0.13401432524825005
4976,ZCTA5 90503,16738,8456,6,295,1079,1882,1118,923,1415,1207,531,8282,179,2064,2027,1589,726,430,605,304,358,90503,2243,0.13400645238379735
4977,ZCTA5 93277,18022,10094,54,1053,1275,1971,1066,1136,1792,1165,582,7928,483,1932,1986,1461,497,291,517,425,336,93277,2415,0.13400288536233493
4978,ZCTA5 24541,12195,7074,36,461,763,1101,920,903,1598,1006,286,5121,282,1352,801,1032,416,351,495,260,132,24541,1634,0.13398933989339892
4979,ZCTA5 17505,515,335,0,32,42,105,70,17,61,0,8,180,16,53,0,26,8,52,25,0,0,17505,69,0.13398058252427184
4980,ZCTA5 65775,10099,6628,216,767,859,1260,734,668,1205,696,223,3471,402,951,513,367,325,148,361,175,229,65775,1353,0.13397366075849093
4981,ZCTA5 97828,1426,909,0,27,98,131,94,115,222,163,59,517,0,191,67,81,35,27,58,20,38,97828,191,0.13394109396914447
4982,ZCTA5 95334,4532,2374,0,332,400,568,210,182,458,186,38,2158,120,487,717,462,29,164,90,83,6,95334,607,0.13393645189761694
4983,ZCTA5 85206,15388,9902,168,600,792,1143,910,1036,2409,1992,852,5486,542,1519,653,813,430,158,596,455,320,85206,2061,0.13393553418247986
4984,ZCTA5 16509,12103,8227,24,770,1120,1441,1181,913,1517,812,449,3876,547,1074,541,452,147,176,271,375,293,16509,1621,0.13393373543749484
4985,ZCTA5 17110,10252,6131,34,544,938,1347,792,734,1131,420,191,4121,215,1158,782,769,256,285,226,223,207,17110,1373,0.13392508778774873
4986,ZCTA5 91723,6250,2547,26,160,623,618,334,252,265,121,148,3703,60,777,1109,787,203,266,378,123,0,91723,837,0.13392
4987,ZCTA5 65705,1486,949,10,75,98,169,133,116,175,168,5,537,37,162,110,67,8,21,29,65,38,65705,199,0.13391655450874831
4988,ZCTA5 46060,14554,10107,211,1707,2518,2111,816,797,1287,518,142,4447,605,1344,880,803,202,176,279,88,70,46060,1949,0.13391507489350007
4989,ZCTA5 14063,5175,3536,44,220,468,836,408,374,698,369,119,1639,406,287,241,263,108,113,139,18,64,14063,693,0.13391304347826086
4990,ZCTA5 59808,7938,5189,275,571,954,912,567,578,785,472,75,2749,497,566,543,207,200,112,300,120,204,59808,1063,0.13391282438901486
4991,ZCTA5 07012,4645,2476,0,179,385,491,307,319,333,244,218,2169,78,544,372,420,150,170,243,135,57,7012,622,0.13390742734122713
4992,ZCTA5 84403,13025,8796,295,1338,1443,1541,950,839,1359,649,382,4229,621,1123,1033,616,290,164,161,113,108,84403,1744,0.13389635316698656
4993,ZCTA5 64772,5507,3491,37,310,619,629,373,469,601,333,120,2016,226,511,217,418,144,178,163,143,16,64772,737,0.13382967132740148
4994,ZCTA5 07524,4050,1069,0,35,187,318,145,139,136,66,43,2981,122,420,823,557,251,224,432,118,34,7524,542,0.13382716049382717
4995,ZCTA5 36207,8288,5871,0,400,1005,875,577,925,1307,463,319,2417,424,685,391,293,267,100,87,157,13,36207,1109,0.13380791505791506
4996,ZCTA5 31792,9247,5108,84,261,447,978,578,617,1176,719,248,4139,248,989,999,669,425,187,482,116,24,31792,1237,0.1337731156050611
4997,ZCTA5 47648,1682,1225,0,111,202,248,243,97,125,128,71,457,46,179,49,64,58,9,20,27,5,47648,225,0.133769322235434
4998,ZCTA5 63107,4037,1801,4,48,287,405,156,285,276,230,110,2236,98,442,404,467,164,221,306,97,37,63107,540,0.133762695070597
4999,ZCTA5 35801,9839,6604,21,665,845,1181,800,675,1234,758,425,3235,268,1048,540,465,252,142,283,197,40,35801,1316,0.13375343022664904
5000,ZCTA5 28358,13351,7527,14,570,1133,1469,929,899,1453,805,255,5824,417,1368,1165,1117,479,416,513,227,122,28358,1785,0.13369785034828852
5001,ZCTA5 48840,5707,3624,15,266,580,708,442,419,813,280,101,2083,295,468,209,233,189,188,212,130,159,48840,763,0.13369546171368496
5002,ZCTA5 82930,5409,3903,54,399,844,796,531,354,560,223,142,1506,333,390,244,178,132,96,110,23,0,82930,723,0.1336661120354964
5003,ZCTA5 74736,404,306,0,23,82,23,56,48,52,18,4,98,28,26,13,13,0,4,12,2,0,74736,54,0.13366336633663367
5004,ZCTA5 50511,3240,2273,0,213,224,444,189,294,406,352,151,967,189,244,108,93,64,47,50,72,100,50511,433,0.13364197530864197
5005,ZCTA5 56215,1983,1255,9,76,206,213,147,156,236,167,45,728,59,206,64,100,33,32,83,61,90,56215,265,0.13363590519415028
5006,ZCTA5 96023,464,303,16,18,15,35,15,65,64,41,34,161,35,27,26,7,29,10,5,22,0,96023,62,0.1336206896551724
5007,ZCTA5 65662,509,400,12,28,36,149,39,52,32,45,7,109,60,8,0,31,0,0,0,10,0,65662,68,0.13359528487229863
5008,ZCTA5 14043,10966,7580,8,949,950,1445,850,757,1363,964,294,3386,299,1166,347,601,342,172,266,140,53,14043,1465,0.1335947474010578
5009,ZCTA5 98012,23593,16267,47,2217,3804,3655,1782,1497,1998,962,305,7326,732,2419,1446,1236,444,294,322,206,227,98012,3151,0.13355656338744543
5010,ZCTA5 74447,6245,3879,103,368,510,604,426,496,723,437,212,2366,298,536,317,259,210,212,332,151,51,74447,834,0.13354683746997598
5011,ZCTA5 61367,352,253,4,18,25,57,17,45,51,27,9,99,0,47,17,3,12,3,13,3,1,61367,47,0.13352272727272727
5012,ZCTA5 03839,1408,917,13,70,114,284,80,92,215,49,0,491,0,188,113,103,46,0,27,6,8,3839,188,0.13352272727272727
5013,ZCTA5 30662,3468,2185,38,184,234,489,278,238,417,218,89,1283,147,316,214,205,18,130,170,49,34,30662,463,0.13350634371395617
5014,ZCTA5 99901,5327,3240,19,255,469,711,380,495,587,263,61,2087,215,496,351,384,175,172,199,54,41,99901,711,0.13347099680871036
5015,ZCTA5 14869,532,374,0,26,31,49,53,61,86,61,7,158,29,42,33,20,0,8,5,8,13,14869,71,0.13345864661654136
5016,ZCTA5 37863,2750,1481,15,98,240,171,138,150,326,280,63,1269,144,223,255,248,132,115,152,0,0,37863,367,0.13345454545454546
5017,ZCTA5 31030,6092,3655,0,259,318,835,539,344,820,395,145,2437,264,549,484,383,251,139,241,106,20,31030,813,0.13345370978332238
5018,ZCTA5 01719,2263,1617,12,62,200,560,205,243,190,92,53,646,46,256,126,63,71,44,40,0,0,1719,302,0.13345117101193107
5019,ZCTA5 38141,7629,5237,21,335,1166,1528,837,522,612,189,27,2392,88,930,695,327,207,27,118,0,0,38141,1018,0.13343819635600995
5020,ZCTA5 64056,5883,3912,42,595,675,764,437,425,559,263,152,1971,188,597,365,295,198,125,115,70,18,64056,785,0.1334353221145674
5021,ZCTA5 28551,5816,4034,37,280,724,797,237,459,904,437,159,1782,219,557,218,301,155,182,119,31,0,28551,776,0.13342503438789546
5022,ZCTA5 08733,937,615,2,44,125,98,135,91,67,44,9,322,0,125,92,40,39,26,0,0,0,8733,125,0.13340448239060831
5023,ZCTA5 95695,14625,7768,102,554,1053,1322,905,962,1707,746,417,6857,390,1561,1437,1603,300,311,798,197,260,95695,1951,0.1334017094017094
5024,ZCTA5 70767,5997,4214,47,401,726,794,451,615,651,446,83,1783,234,566,187,303,162,189,87,55,0,70767,800,0.13340003335000833
5025,ZCTA5 39189,1297,1007,6,92,131,152,306,61,173,81,5,290,104,69,39,38,4,2,34,0,0,39189,173,0.13338473400154202
5026,ZCTA5 32408,7408,4612,78,472,539,981,632,573,684,496,157,2796,229,759,545,562,196,155,164,146,40,32408,988,0.13336933045356372
5027,ZCTA5 98366,12597,7754,41,911,979,1314,1030,889,1350,933,307,4843,605,1075,919,689,468,282,312,394,99,98366,1680,0.13336508692545845
5028,ZCTA5 95130,5137,3067,0,182,716,698,377,254,384,349,107,2070,32,653,487,444,199,117,86,32,20,95130,685,0.1333463110765038
5029,ZCTA5 50853,300,215,0,26,42,32,13,9,53,33,7,85,30,10,12,13,7,4,5,2,2,50853,40,0.13333333333333333
5030,ZCTA5 95490,5340,3066,50,185,302,295,295,382,1008,428,121,2274,237,475,405,255,307,145,253,116,81,95490,712,0.13333333333333333
5031,ZCTA5 70363,8063,5287,219,562,688,1013,570,613,920,610,92,2776,208,867,535,403,281,276,162,44,0,70363,1075,0.1333250651122411
5032,ZCTA5 92056,19412,12089,7,693,1259,2073,1657,1490,2394,1853,663,7323,611,1977,1395,880,597,444,792,351,276,92056,2588,0.13331959612610755
5033,ZCTA5 35213,5559,4230,11,721,672,808,419,278,666,310,345,1329,148,593,170,144,108,53,63,50,0,35213,741,0.1332973556395035
5034,ZCTA5 66436,2536,1689,66,152,255,371,159,199,296,155,36,847,142,196,88,98,51,89,101,27,55,66436,338,0.1332807570977918
5035,ZCTA5 30331,23605,11769,7,985,1669,2726,1014,1490,2446,1096,336,11836,705,2441,2278,2152,1230,851,1167,800,212,30331,3146,0.13327684812539717
5036,ZCTA5 18702,15445,8605,40,638,1007,1743,981,1014,1531,968,683,6840,525,1533,1331,1235,544,525,534,373,240,18702,2058,0.13324700550339916
5037,ZCTA5 78839,2672,1861,0,140,155,419,211,300,362,243,31,811,71,285,137,126,71,10,22,70,19,78839,356,0.13323353293413173
5038,ZCTA5 30474,6455,3810,41,508,628,686,340,447,709,384,67,2645,291,569,347,406,147,263,317,97,208,30474,860,0.1332300542215337
5039,ZCTA5 36522,2567,1804,88,151,209,474,146,281,257,166,32,763,85,257,82,151,73,19,49,19,28,36522,342,0.13322945072068562
5040,ZCTA5 84326,578,459,10,42,90,125,40,46,64,42,0,119,35,42,16,0,13,0,10,3,0,84326,77,0.13321799307958476
5041,ZCTA5 04841,3453,1883,43,97,260,213,274,238,446,243,69,1570,173,287,281,117,198,183,136,139,56,4841,460,0.1332174920359108
5042,ZCTA5 96761,7590,3813,7,184,489,715,480,470,925,396,147,3777,226,785,1012,614,356,214,390,93,87,96761,1011,0.133201581027668
5043,ZCTA5 29448,826,574,2,63,218,45,25,27,131,36,27,252,53,57,31,84,5,0,13,9,0,29448,110,0.13317191283292978
5044,ZCTA5 59758,781,431,0,6,31,124,59,77,103,26,5,350,24,80,97,64,17,45,23,0,0,59758,104,0.13316261203585147
5045,ZCTA5 77640,6341,3878,93,232,279,846,414,531,736,576,171,2463,100,744,540,501,274,152,103,36,13,77640,844,0.1331020343794354
5046,ZCTA5 08608,556,12,0,0,0,0,12,0,0,0,0,544,12,62,122,100,41,92,88,27,0,8608,74,0.13309352517985612
5047,ZCTA5 25671,526,373,0,69,62,14,45,28,97,50,8,153,18,52,21,13,0,15,34,0,0,25671,70,0.13307984790874525
5048,ZCTA5 67005,6132,3867,95,318,528,677,349,481,730,415,274,2265,214,602,406,353,197,139,185,112,57,67005,816,0.13307240704500978
5049,ZCTA5 43952,7207,3876,22,270,404,638,393,453,966,526,204,3331,296,663,386,715,374,219,381,146,151,43952,959,0.1330650756209241
5050,ZCTA5 81641,1473,1009,27,62,135,127,187,110,207,121,33,464,40,156,60,72,44,10,41,28,13,81641,196,0.13306177868295996
5051,ZCTA5 19020,21738,12150,70,713,1996,2438,1855,1601,2179,957,341,9588,383,2509,2023,1372,654,602,1014,717,314,19020,2892,0.13303891802373724
5052,ZCTA5 14903,3255,2129,10,150,267,551,198,340,344,178,91,1126,63,370,139,172,59,67,148,78,30,14903,433,0.13302611367127495
5053,ZCTA5 31816,2165,1173,0,87,101,118,119,278,213,224,33,992,75,213,116,177,253,35,115,8,0,31816,288,0.1330254041570439
5054,ZCTA5 98146,10111,5950,8,529,952,1429,682,684,948,447,271,4161,177,1168,805,730,360,415,320,125,61,98146,1345,0.13302343981801998
5055,ZCTA5 98354,2842,1641,0,201,341,364,163,115,273,110,74,1201,66,312,178,171,202,91,26,63,92,98354,378,0.1330049261083744
5056,ZCTA5 55122,13369,9522,41,988,1935,2172,1089,1200,1465,471,161,3847,381,1397,775,432,283,189,153,85,152,55122,1778,0.13299424040691152
5057,ZCTA5 35611,9678,5977,44,274,813,1154,707,595,1282,852,256,3701,309,978,607,573,362,213,388,208,63,35611,1287,0.13298202107873527
5058,ZCTA5 07011,12574,6068,12,391,869,1210,839,849,1127,496,275,6506,294,1378,1662,1161,730,437,454,136,254,7011,1672,0.1329728010179736
5059,ZCTA5 97504,19201,10947,42,890,1518,1859,1016,1264,2566,1197,595,8254,683,1870,1379,1120,625,416,772,563,826,97504,2553,0.13296182490495287
5060,ZCTA5 08107,5280,2731,18,392,393,574,290,418,378,143,125,2549,172,530,491,481,250,140,291,129,65,8107,702,0.13295454545454546
5061,ZCTA5 86047,4100,2396,9,158,380,526,213,284,471,292,63,1704,253,292,472,297,85,66,147,44,48,86047,545,0.1329268292682927
5062,ZCTA5 01581,6794,4232,0,351,691,1191,661,461,536,244,97,2562,70,833,554,311,156,122,176,169,171,1581,903,0.13291139240506328
5063,ZCTA5 28778,3898,2848,8,366,440,460,439,273,572,202,88,1050,188,330,114,90,101,56,91,33,47,28778,518,0.13288866085171883
5064,ZCTA5 14510,1889,1265,0,72,258,262,140,135,276,79,43,624,70,181,99,52,69,46,75,24,8,14510,251,0.1328745367919534
5065,ZCTA5 97355,11592,7401,135,601,845,1402,804,937,1421,822,434,4191,256,1284,551,532,540,201,341,203,283,97355,1540,0.13285024154589373
5066,ZCTA5 87801,2665,1641,22,81,213,301,132,291,357,171,73,1024,165,189,134,166,30,81,201,22,36,87801,354,0.13283302063789867
5067,ZCTA5 14305,6979,4103,28,343,427,810,634,442,781,423,215,2876,351,576,565,528,314,215,242,74,11,14305,927,0.13282705258633043
5068,ZCTA5 63822,1024,713,8,78,89,182,49,60,156,68,23,311,36,100,15,86,8,25,22,7,12,63822,136,0.1328125
5069,ZCTA5 56082,4752,3345,19,379,650,688,328,349,578,246,108,1407,260,371,203,164,22,64,89,108,126,56082,631,0.13278619528619529
5070,ZCTA5 13224,3600,2325,0,187,216,406,337,313,414,320,132,1275,126,352,261,195,33,62,138,42,66,13224,478,0.13277777777777777
5071,ZCTA5 45213,5687,3109,6,384,636,415,364,438,453,307,106,2578,139,616,530,637,190,128,177,39,122,45213,755,0.13275892386143837
5072,ZCTA5 31220,5598,3534,10,204,499,755,576,495,693,250,52,2064,36,707,525,230,192,59,228,40,47,31220,743,0.13272597356198643
5073,ZCTA5 79938,22438,16749,227,3722,5520,3684,1106,1139,1020,281,50,5689,453,2525,1155,801,316,240,117,82,0,79938,2978,0.1327212764060968
5074,ZCTA5 85715,7731,5200,13,267,495,800,557,625,1107,1019,317,2531,493,533,208,530,196,217,189,100,65,85715,1026,0.13271245634458673
5075,ZCTA5 60160,7695,3989,33,312,878,828,454,290,637,440,117,3706,93,928,1139,590,252,116,255,210,123,60160,1021,0.1326835607537362
5076,ZCTA5 24416,3452,2516,94,190,173,565,382,415,383,260,54,936,157,301,45,75,48,36,206,68,0,24416,458,0.13267670915411356
5077,ZCTA5 37406,5683,2582,9,156,342,619,220,235,482,376,143,3101,85,669,628,491,294,314,436,150,34,37406,754,0.13267640330811192
5078,ZCTA5 01022,1108,790,0,14,50,153,58,50,240,129,96,318,0,147,59,58,0,29,13,12,0,1022,147,0.13267148014440433
5079,ZCTA5 53901,6113,3930,61,271,726,900,371,414,598,360,229,2183,206,605,235,266,160,112,211,204,184,53901,811,0.1326680844102732
5080,ZCTA5 66614,14066,8979,89,1208,1196,1414,985,822,1728,1168,369,5087,641,1225,633,922,510,219,365,234,338,66614,1866,0.13266031565477038
5081,ZCTA5 12010,11571,7241,96,508,1043,1283,874,1040,1302,751,344,4330,324,1211,639,643,496,230,413,203,171,12010,1535,0.13265923429262813
5082,ZCTA5 59034,1779,1038,41,100,136,243,88,120,201,99,10,741,55,181,174,153,17,57,36,35,33,59034,236,0.13265879707700956
5083,ZCTA5 39301,10403,6157,8,484,917,1265,576,758,1017,757,375,4246,303,1077,797,886,290,181,487,118,107,39301,1380,0.13265404210323944
5084,ZCTA5 59714,7720,5490,29,972,1267,1002,613,542,734,266,65,2230,271,753,430,282,139,96,151,108,0,59714,1024,0.13264248704663212
5085,ZCTA5 77089,16997,11121,63,1147,2278,2797,1197,1038,1633,769,199,5876,622,1632,1680,905,465,224,251,74,23,77089,2254,0.13261163734776726
5086,ZCTA5 70113,3590,713,31,34,111,70,91,107,158,57,54,2877,78,398,359,539,435,488,416,120,44,70113,476,0.13259052924791087
5087,ZCTA5 12472,626,406,0,83,26,66,61,66,83,14,7,220,9,74,0,42,17,16,62,0,0,12472,83,0.13258785942492013
5088,ZCTA5 21801,10787,6026,32,397,881,1337,737,735,1178,581,148,4761,404,1026,694,782,409,342,547,290,267,21801,1430,0.13256697877074256
5089,ZCTA5 02301,21401,9777,91,971,1540,2353,1269,1033,1629,579,312,11624,445,2392,2480,2130,1036,954,1144,694,349,2301,2837,0.13256389888322975
5090,ZCTA5 11516,2165,1432,9,97,332,208,199,153,262,122,50,733,137,150,153,0,25,27,102,71,68,11516,287,0.1325635103926097
5091,ZCTA5 79735,3825,2676,92,280,311,437,315,230,548,340,123,1149,204,303,339,121,75,52,9,35,11,79735,507,0.13254901960784313
5092,ZCTA5 98126,10366,5720,0,700,1465,1286,516,569,871,236,77,4646,172,1202,922,936,322,244,404,233,211,98126,1374,0.13254871695929
5093,ZCTA5 63113,4580,1925,0,86,218,314,245,420,252,210,180,2655,47,560,460,435,301,306,200,234,112,63113,607,0.13253275109170307
5094,ZCTA5 95404,16294,9155,38,408,1224,1598,1169,1372,2143,769,434,7139,380,1779,1386,1292,509,604,812,235,142,95404,2159,0.13250276175279244
5095,ZCTA5 11692,6815,2338,22,222,330,535,374,373,252,215,15,4477,73,830,940,1033,439,273,664,101,124,11692,903,0.13250183418928835
5096,ZCTA5 33054,9072,4247,58,230,341,953,708,655,724,391,187,4825,147,1055,757,1243,435,389,485,299,15,33054,1202,0.13249559082892418
5097,ZCTA5 36744,2619,1561,0,75,243,228,187,221,331,222,54,1058,75,272,109,221,26,147,132,43,33,36744,347,0.13249331806032838
5098,ZCTA5 32233,9518,5510,48,278,715,1105,754,732,1186,463,229,4008,308,953,937,823,262,150,194,296,85,32233,1261,0.13248581634797227
5099,ZCTA5 32935,17006,10064,74,709,887,2064,1275,1222,1984,1217,632,6942,513,1740,1165,943,559,574,808,356,284,32935,2253,0.13248265318123015
5100,ZCTA5 71067,1253,795,14,63,44,154,67,166,217,70,0,458,11,155,46,35,53,0,158,0,0,71067,166,0.13248204309656825
5101,ZCTA5 70372,1155,889,6,85,112,217,92,118,161,79,19,266,37,116,53,27,11,9,10,0,3,70372,153,0.13246753246753246
5102,ZCTA5 48880,2446,1706,44,150,263,324,154,181,299,201,90,740,118,206,66,129,38,63,59,40,21,48880,324,0.13246116107931316
5103,ZCTA5 72730,3315,2307,19,378,469,386,191,196,452,133,83,1008,192,247,156,256,0,33,0,74,50,72730,439,0.13242835595776772
5104,ZCTA5 31638,438,288,0,0,10,59,20,97,66,36,0,150,0,58,0,16,48,14,11,3,0,31638,58,0.1324200913242009
5105,ZCTA5 25306,2983,1880,27,173,257,131,300,204,475,190,123,1103,126,269,257,168,68,107,80,28,0,25306,395,0.13241702983573583
5106,ZCTA5 28377,4214,2588,51,230,401,525,258,292,502,231,98,1626,96,462,282,297,62,138,257,20,12,28377,558,0.13241575700047462
5107,ZCTA5 57028,1352,897,3,90,87,156,124,130,161,104,42,455,29,150,77,36,41,35,35,42,10,57028,179,0.13239644970414202
