,NAME,Estimate!!Total,Estimate!!Total!!Owner occupied,Estimate!!Total!!Owner occupied!!Householder 15 to 24 years,Estimate!!Total!!Owner occupied!!Householder 25 to 34 years,Estimate!!Total!!Owner occupied!!Householder 35 to 44 years,Estimate!!Total!!Owner occupied!!Householder 45 to 54 years,Estimate!!Total!!Owner occupied!!Householder 55 to 59 years,Estimate!!Total!!Owner occupied!!Householder 60 to 64 years,Estimate!!Total!!Owner occupied!!Householder 65 to 74 years,Estimate!!Total!!Owner occupied!!Householder 75 to 84 years,Estimate!!Total!!Owner occupied!!Householder 85 years and over,Estimate!!Total!!Renter occupied,Estimate!!Total!!Renter occupied!!Householder 15 to 24 years,Estimate!!Total!!Renter occupied!!Householder 25 to 34 years,Estimate!!Total!!Renter occupied!!Householder 35 to 44 years,Estimate!!Total!!Renter occupied!!Householder 45 to 54 years,Estimate!!Total!!Renter occupied!!Householder 55 to 59 years,Estimate!!Total!!Renter occupied!!Householder 60 to 64 years,Estimate!!Total!!Renter occupied!!Householder 65 to 74 years,Estimate!!Total!!Renter occupied!!Householder 75 to 84 years,Estimate!!Total!!Renter occupied!!Householder 85 years and over,zip code tabulation area,15-34 Renters,%15-34 Renters
4757,ZCTA5 46323,8104,5305,79,562,701,1112,709,691,899,413,139,2799,196,913,689,376,143,169,197,116,0,46323,1109,0.13684600197433366
4758,ZCTA5 57106,18717,11476,114,2406,2562,2216,1152,1141,1210,521,154,7241,912,1649,1284,960,493,404,611,271,657,57106,2561,0.13682748303681144
4759,ZCTA5 45224,9348,5634,52,337,641,1105,612,953,1011,678,245,3714,314,965,585,453,318,281,291,264,243,45224,1279,0.13682071031236628
4760,ZCTA5 73663,402,303,0,6,86,53,34,26,73,23,2,99,17,38,4,13,12,2,13,0,0,73663,55,0.13681592039800994
4761,ZCTA5 48307,17864,11740,113,904,2160,2992,1276,1049,1815,1053,378,6124,523,1921,1159,759,351,253,300,237,621,48307,2444,0.1368114643976713
4762,ZCTA5 63703,3560,1524,0,156,230,325,147,192,149,231,94,2036,286,201,417,180,181,115,132,148,376,63703,487,0.13679775280898876
4763,ZCTA5 53235,4730,2355,13,177,417,500,232,172,481,167,196,2375,152,495,296,427,194,209,319,158,125,53235,647,0.1367864693446089
4764,ZCTA5 30655,8949,5293,28,464,975,1263,473,473,950,550,117,3656,302,922,686,712,181,196,407,184,66,30655,1224,0.13677505866577272
4765,ZCTA5 29307,8103,4822,5,533,425,865,572,519,942,714,247,3281,223,885,593,378,157,245,287,193,320,29307,1108,0.13673947920523263
4766,ZCTA5 41630,607,426,37,19,67,57,41,25,122,39,19,181,65,18,24,10,6,39,11,8,0,41630,83,0.13673805601317957
4767,ZCTA5 13088,10035,6029,59,516,992,1015,594,582,1162,770,339,4006,284,1088,429,660,317,264,425,333,206,13088,1372,0.13672147483806676
4768,ZCTA5 76643,5164,3813,0,327,708,775,435,380,776,331,81,1351,85,621,216,262,37,0,79,39,12,76643,706,0.1367157242447715
4769,ZCTA5 53511,19164,12109,116,885,1886,2465,1371,1589,2075,1209,513,7055,911,1709,1240,1115,605,534,515,194,232,53511,2620,0.13671467334585682
4770,ZCTA5 43611,7907,5122,35,548,726,872,611,544,993,533,260,2785,381,700,422,536,242,143,297,55,9,43611,1081,0.13671430378145946
4771,ZCTA5 84088,11287,7977,124,996,1552,1985,1003,758,1098,335,126,3310,359,1184,582,528,206,164,235,26,26,84088,1543,0.13670594489235405
4772,ZCTA5 98031,12093,8100,58,743,1466,1873,1066,1081,1214,466,133,3993,400,1253,1041,696,166,132,164,123,18,98031,1653,0.1366906474820144
4773,ZCTA5 08817,15657,8595,0,663,1453,1731,997,1299,1391,762,299,7062,129,2011,2211,1257,512,434,325,142,41,8817,2140,0.1366800791978029
4774,ZCTA5 91206,13294,4598,36,264,751,757,614,529,817,523,307,8696,345,1472,1872,1534,841,696,1111,618,207,91206,1817,0.13667820069204153
4775,ZCTA5 33901,8876,3728,37,375,570,610,431,406,667,492,140,5148,287,926,910,882,375,488,424,437,419,33901,1213,0.13666065795403334
4776,ZCTA5 35906,4149,2620,16,155,259,568,334,204,563,402,119,1529,99,468,283,270,169,79,59,36,66,35906,567,0.13665943600867678
4777,ZCTA5 75075,14219,9039,31,851,1228,1733,1023,1147,1862,954,210,5180,838,1105,933,789,211,287,422,274,321,75075,1943,0.13664814684576976
4778,ZCTA5 28305,2789,1452,8,138,201,204,146,157,343,163,92,1337,107,274,148,259,140,105,180,106,18,28305,381,0.13660810326281822
4779,ZCTA5 48038,20076,12491,89,1294,1634,2467,1543,1554,2285,1122,503,7585,564,2178,1289,870,480,449,838,557,360,48038,2742,0.1365809922295278
4780,ZCTA5 33702,13070,8111,25,622,888,1547,1239,939,1618,884,349,4959,319,1466,982,791,433,354,385,185,44,33702,1785,0.13657230298393266
4781,ZCTA5 94306,10676,5964,24,126,909,1409,736,503,1243,583,431,4712,129,1329,1253,807,260,229,236,346,123,94306,1458,0.13656800299737729
4782,ZCTA5 61610,2146,1539,22,102,276,226,207,257,283,140,26,607,184,109,134,101,11,27,14,27,0,61610,293,0.13653308480894688
4783,ZCTA5 75217,23629,14419,290,1299,3223,3596,1432,1614,1840,755,370,9210,574,2652,2619,1649,487,554,522,127,26,75217,3226,0.136527148842524
4784,ZCTA5 87111,24223,15508,91,1343,2045,2328,2094,1385,3348,2169,705,8715,1051,2256,1382,1226,720,562,745,323,450,87111,3307,0.13652313916525616
4785,ZCTA5 99341,315,199,0,31,10,49,22,40,21,26,0,116,0,43,15,34,1,5,11,7,0,99341,43,0.1365079365079365
4786,ZCTA5 24925,315,200,0,0,12,67,21,45,42,13,0,115,15,28,0,38,22,0,12,0,0,24925,43,0.1365079365079365
4787,ZCTA5 17058,696,463,6,62,57,123,48,55,81,25,6,233,27,68,27,44,6,8,29,20,4,17058,95,0.13649425287356323
4788,ZCTA5 94087,20180,11559,0,668,2132,2828,1219,1033,1643,1588,448,8621,201,2553,2837,1524,624,151,342,165,224,94087,2754,0.13647175421209118
4789,ZCTA5 60433,5431,3135,32,229,435,789,314,347,580,238,171,2296,167,574,435,407,220,103,276,69,45,60433,741,0.136438961517216
4790,ZCTA5 88256,689,479,0,31,37,66,79,89,92,73,12,210,13,81,9,47,24,23,5,8,0,88256,94,0.13642960812772134
4791,ZCTA5 19007,8019,4301,3,415,667,909,572,398,823,399,115,3718,227,867,707,672,360,268,336,211,70,19007,1094,0.13642598827784014
4792,ZCTA5 02474,11560,6538,0,487,1351,1570,661,679,880,618,292,5022,100,1477,1084,914,260,234,482,374,97,2474,1577,0.13641868512110727
4793,ZCTA5 31320,3204,2308,6,291,324,374,363,241,389,255,65,896,22,415,182,72,60,24,118,0,3,31320,437,0.1363920099875156
4794,ZCTA5 39090,4988,3102,27,236,454,641,291,271,704,378,100,1886,115,565,396,288,111,113,214,34,50,39090,680,0.136327185244587
4795,ZCTA5 98632,20759,12169,101,858,1618,2129,1345,1831,2484,1222,581,8590,951,1879,1226,1236,740,723,986,471,378,98632,2830,0.1363264126403006
4796,ZCTA5 78414,14416,9235,45,1821,2105,1747,961,835,1213,388,120,5181,722,1243,1207,566,251,173,357,260,402,78414,1965,0.13630688124306325
4797,ZCTA5 46143,20836,13699,48,1616,2719,3134,1567,1179,2305,934,197,7137,840,2000,1407,1097,324,316,551,381,221,46143,2840,0.13630255327318103
4798,ZCTA5 07712,16236,7388,3,593,922,1603,927,946,1435,745,214,8848,531,1682,1657,1824,605,892,943,424,290,7712,2213,0.1363020448386302
4799,ZCTA5 32346,800,593,0,14,0,199,76,74,143,67,20,207,18,91,0,23,0,38,37,0,0,32346,109,0.13625
4800,ZCTA5 03743,5652,3290,69,263,439,722,490,342,586,266,113,2362,208,562,340,322,226,196,214,200,94,3743,770,0.1362349610757254
4801,ZCTA5 35204,4397,1506,6,47,161,270,192,144,310,230,146,2891,159,440,436,625,433,250,355,142,51,35204,599,0.13622924721400956
4802,ZCTA5 98501,17092,9911,21,806,1504,2206,1088,1359,1789,924,214,7181,531,1797,1185,1169,593,640,932,172,162,98501,2328,0.1362040720805055
4803,ZCTA5 28215,20945,12204,68,1337,2601,3108,1356,1154,1736,631,213,8741,717,2135,2591,1468,550,413,486,241,140,28215,2852,0.13616614943900693
4804,ZCTA5 07072,2321,1500,0,45,281,322,208,118,284,135,107,821,48,268,223,88,103,39,39,13,0,7072,316,0.13614821197759586
4805,ZCTA5 74126,3660,2115,39,107,280,395,241,290,499,218,46,1545,92,406,381,246,163,145,94,12,6,74126,498,0.1360655737704918
4806,ZCTA5 41557,735,580,37,57,41,96,73,101,128,47,0,155,0,100,0,38,0,0,17,0,0,41557,100,0.1360544217687075
4807,ZCTA5 85043,9813,5508,96,1238,1450,1113,639,435,326,180,31,4305,222,1113,1459,916,176,272,106,41,0,85043,1335,0.13604402323448486
4808,ZCTA5 56278,1235,860,19,87,64,169,95,116,142,154,14,375,72,96,16,39,4,19,58,60,11,56278,168,0.1360323886639676
4809,ZCTA5 67301,5220,3455,18,373,549,513,275,433,681,430,183,1765,339,371,222,280,116,114,201,102,20,67301,710,0.1360153256704981
4810,ZCTA5 68718,772,552,0,32,81,66,72,83,107,74,37,220,36,69,27,17,21,0,13,15,22,68718,105,0.13601036269430053
4811,ZCTA5 32117,9823,5214,101,361,671,840,630,694,1082,662,173,4609,354,982,1163,491,321,376,459,239,224,32117,1336,0.1360073297363331
4812,ZCTA5 49770,7471,4918,48,371,743,775,720,726,898,489,148,2553,341,675,431,355,176,104,197,116,158,49770,1016,0.13599250435015392
4813,ZCTA5 53080,2390,1674,0,208,178,376,165,226,359,139,23,716,197,128,99,135,29,14,79,32,3,53080,325,0.13598326359832635
4814,ZCTA5 05403,8560,5099,92,371,727,1062,586,644,829,561,227,3461,171,993,617,526,153,177,215,253,356,5403,1164,0.13598130841121495
4815,ZCTA5 00680,18557,11143,12,461,995,1545,1074,1367,2975,2035,679,7414,1065,1458,1127,1069,567,535,979,409,205,680,2523,0.13595947620843887
4816,ZCTA5 61282,3354,1921,11,144,345,338,257,214,391,124,97,1433,73,383,274,134,152,136,148,47,86,61282,456,0.13595706618962433
4817,ZCTA5 35242,21757,15215,33,1077,2716,3563,1482,2040,2612,1357,335,6542,782,2176,1054,1198,285,174,436,158,279,35242,2958,0.13595624396745876
4818,ZCTA5 17850,331,228,0,21,61,26,23,28,40,29,0,103,0,45,32,4,0,0,22,0,0,17850,45,0.13595166163141995
4819,ZCTA5 80239,12013,7102,56,1094,1545,1624,942,564,846,380,51,4911,280,1353,1757,862,178,180,237,47,17,80239,1633,0.1359360692583035
4820,ZCTA5 79103,3980,2830,11,542,286,537,425,336,408,236,49,1150,74,467,209,143,127,9,94,27,0,79103,541,0.13592964824120604
4821,ZCTA5 15470,309,261,0,42,11,42,36,67,47,10,6,48,2,40,0,0,2,2,0,2,0,15470,42,0.13592233009708737
4822,ZCTA5 32084,12861,8226,57,760,936,1532,919,1122,1936,675,289,4635,665,1083,908,833,279,367,245,185,70,32084,1748,0.13591478112121919
4823,ZCTA5 78214,7609,4380,63,475,496,959,521,384,843,450,189,3229,234,800,632,691,359,159,207,80,67,78214,1034,0.1358917071888553
4824,ZCTA5 91911,24928,12713,59,1110,2193,2525,1297,1153,2397,1281,698,12215,480,2906,3183,2312,829,841,940,549,175,91911,3386,0.13583119383825418
4825,ZCTA5 23227,11721,6300,11,666,1056,1279,636,678,1024,655,295,5421,644,948,660,587,521,315,650,417,679,23227,1592,0.1358245883457043
4826,ZCTA5 95441,670,333,0,0,19,44,72,51,83,51,13,337,17,74,65,48,48,35,32,9,9,95441,91,0.13582089552238805
4827,ZCTA5 14586,4322,3010,0,346,713,732,397,217,394,133,78,1312,142,445,222,120,16,127,163,34,43,14586,587,0.13581675150393335
4828,ZCTA5 92844,6715,2742,6,126,444,807,404,292,398,179,86,3973,127,785,825,857,384,267,438,203,87,92844,912,0.13581533879374535
4829,ZCTA5 31037,1399,823,22,36,79,151,38,138,194,134,31,576,12,178,136,63,17,104,59,0,7,31037,190,0.13581129378127232
4830,ZCTA5 91030,9992,4670,18,157,736,1112,517,449,922,587,172,5322,121,1236,1648,1047,496,237,379,56,102,91030,1357,0.13580864691753403
4831,ZCTA5 95968,486,334,0,0,55,45,26,73,69,50,16,152,0,66,38,11,0,30,0,7,0,95968,66,0.13580246913580246
4832,ZCTA5 95403,16532,8772,41,677,954,1983,1101,968,1532,1191,325,7760,316,1929,1814,1170,587,441,809,266,428,95403,2245,0.13579724171304136
4833,ZCTA5 30002,2791,1599,0,87,299,384,161,178,304,135,51,1192,85,294,253,178,142,93,142,5,0,30002,379,0.13579362235757794
4834,ZCTA5 69343,1031,671,0,42,44,140,62,79,155,80,69,360,41,99,50,67,16,40,17,17,13,69343,140,0.13579049466537343
4835,ZCTA5 20171,17014,10294,17,561,2256,3041,1611,1221,1313,214,60,6720,303,2007,2106,1177,417,238,161,205,106,20171,2310,0.1357705419066651
4836,ZCTA5 97317,7675,4907,121,228,571,939,598,636,1222,394,198,2768,204,838,423,514,273,200,224,68,24,97317,1042,0.13576547231270358
4837,ZCTA5 77566,11272,7763,107,878,1093,1439,1168,899,1192,669,318,3509,493,1037,724,346,298,165,245,139,62,77566,1530,0.13573456352022711
4838,ZCTA5 19333,2778,1777,0,99,276,299,367,156,264,224,92,1001,108,269,216,91,51,17,59,74,116,19333,377,0.13570914326853853
4839,ZCTA5 32837,17084,9648,0,605,1484,2818,1309,1129,1539,579,185,7436,255,2063,2082,1818,353,468,309,63,25,32837,2318,0.1356825099508312
4840,ZCTA5 47922,597,405,0,40,57,60,41,71,77,53,6,192,54,27,28,49,5,6,12,11,0,47922,81,0.135678391959799
4841,ZCTA5 33073,11338,6384,47,390,1767,1915,773,370,691,312,119,4954,333,1205,1313,1000,487,308,253,55,0,33073,1538,0.13565002645969307
4842,ZCTA5 85053,11221,6408,54,780,1185,1224,779,613,1123,511,139,4813,360,1162,992,1181,326,420,242,93,37,85053,1522,0.13563853488993852
4843,ZCTA5 72102,1128,815,1,48,81,289,105,76,130,64,21,313,17,136,74,36,14,11,4,10,11,72102,153,0.1356382978723404
4844,ZCTA5 61822,10226,7099,53,683,1249,1766,710,836,1037,544,221,3127,182,1205,519,634,178,116,204,27,62,61822,1387,0.13563465675728534
4845,ZCTA5 78390,1895,1239,0,84,173,238,171,53,194,233,93,656,80,177,141,125,31,36,29,23,14,78390,257,0.13562005277044856
4846,ZCTA5 93257,21804,11601,117,1414,1914,2232,1418,1356,1762,1011,377,10203,810,2146,2675,2015,556,627,864,367,143,93257,2956,0.13557145477893964
4847,ZCTA5 00909,2346,996,0,88,114,163,154,119,182,120,56,1350,106,212,335,221,125,76,170,62,43,909,318,0.13554987212276215
4848,ZCTA5 45218,1579,1122,7,83,233,209,131,146,141,136,36,457,62,152,55,103,18,38,0,0,29,45218,214,0.13552881570614314
4849,ZCTA5 33624,15017,9641,63,884,1295,2189,1344,1071,1782,786,227,5376,268,1767,1243,1111,400,207,243,72,65,33624,2035,0.13551308517014052
4850,ZCTA5 30110,4878,3340,0,255,625,739,326,418,663,217,97,1538,77,584,286,161,106,82,60,106,76,30110,661,0.13550635506355063
4851,ZCTA5 39630,369,187,5,19,22,12,46,27,31,22,3,182,2,48,75,0,27,19,11,0,0,39630,50,0.13550135501355012
4852,ZCTA5 23420,1048,567,0,8,34,146,51,52,201,60,15,481,7,135,21,130,74,44,55,15,0,23420,142,0.13549618320610687
4853,ZCTA5 28365,6083,4057,22,482,515,814,466,453,670,470,165,2026,140,684,349,224,207,82,215,55,70,28365,824,0.13545947723162913
4854,ZCTA5 92376,21468,12586,122,1258,2419,2971,1541,1319,1674,965,317,8882,718,2190,2649,1510,513,450,604,206,42,92376,2908,0.1354574250046581
4855,ZCTA5 73135,8335,4731,13,677,816,737,595,434,883,387,189,3604,357,772,990,460,341,210,369,77,28,73135,1129,0.13545290941811639
4856,ZCTA5 83623,598,367,0,9,35,78,7,72,80,69,17,231,43,38,52,7,4,25,30,19,13,83623,81,0.1354515050167224
4857,ZCTA5 29464,22043,13909,46,1324,2582,2903,1605,1473,2665,999,312,8134,468,2517,1615,977,411,516,493,525,612,29464,2985,0.1354171392278728
4858,ZCTA5 13901,8153,4788,50,307,679,985,419,693,921,462,272,3365,577,527,486,603,281,268,390,167,66,13901,1104,0.1354102784251196
4859,ZCTA5 77873,517,397,0,6,67,73,48,53,96,39,15,120,64,6,28,12,0,10,0,0,0,77873,70,0.13539651837524178
4860,ZCTA5 14530,2179,1503,36,145,160,217,129,189,396,140,91,676,72,223,149,25,70,62,65,4,6,14530,295,0.135383203304268
4861,ZCTA5 80427,458,158,0,13,8,26,29,48,22,12,0,300,0,62,64,72,29,32,31,10,0,80427,62,0.13537117903930132
4862,ZCTA5 40242,4588,3223,2,365,499,475,365,402,626,343,146,1365,179,442,282,163,86,75,114,19,5,40242,621,0.13535309503051438
4863,ZCTA5 99664,1522,938,38,33,131,277,110,164,126,59,0,584,41,165,87,145,43,56,34,13,0,99664,206,0.13534822601839686
4864,ZCTA5 87107,13101,8388,79,594,959,1343,727,1345,2097,992,252,4713,370,1403,799,661,488,265,526,188,13,87107,1773,0.13533318067323105
4865,ZCTA5 27530,15741,9080,114,685,1484,1526,1077,1007,1599,1239,349,6661,455,1675,1001,1202,607,635,657,324,105,27530,2130,0.13531541833428626
4866,ZCTA5 57226,850,597,10,58,89,136,109,28,75,63,29,253,34,81,18,41,14,11,12,24,18,57226,115,0.13529411764705881
4867,ZCTA5 66549,680,512,18,58,74,97,51,72,89,41,12,168,13,79,13,21,7,0,6,23,6,66549,92,0.13529411764705881
4868,ZCTA5 33563,9683,5269,52,455,877,1177,456,489,939,638,186,4414,370,940,1250,624,313,235,451,122,109,33563,1310,0.13528865021171124
4869,ZCTA5 78580,3726,2560,33,230,573,369,282,298,444,263,68,1166,143,361,152,197,42,48,120,73,30,78580,504,0.13526570048309178
4870,ZCTA5 39870,828,529,22,22,38,172,64,52,97,44,18,299,9,103,25,47,12,26,52,18,7,39870,112,0.13526570048309178
4871,ZCTA5 80644,1072,729,22,52,102,156,133,85,135,44,0,343,15,130,74,40,8,48,28,0,0,80644,145,0.13526119402985073
4872,ZCTA5 28605,1516,1070,0,42,70,196,133,132,289,191,17,446,67,138,93,83,9,23,19,14,0,28605,205,0.13522427440633245
4873,ZCTA5 52402,16928,11953,135,1792,2050,2350,1265,1025,1784,1235,317,4975,686,1603,932,517,253,285,285,162,252,52402,2289,0.13521975425330812
4874,ZCTA5 97058,8121,4952,52,486,589,849,578,634,1055,540,169,3169,364,734,576,438,264,210,218,173,192,97058,1098,0.13520502401182122
4875,ZCTA5 68029,392,258,0,36,27,51,38,31,48,13,14,134,51,2,31,27,9,0,7,4,3,68029,53,0.13520408163265307
4876,ZCTA5 71334,3432,1964,38,125,259,198,249,164,588,237,106,1468,67,397,282,229,217,132,130,14,0,71334,464,0.1351981351981352
4877,ZCTA5 58366,466,315,4,40,41,63,54,18,59,25,11,151,31,32,31,14,12,1,19,8,3,58366,63,0.1351931330472103
4878,ZCTA5 45249,5400,3477,16,317,605,721,272,470,635,323,118,1923,240,490,432,178,55,134,172,104,118,45249,730,0.13518518518518519
4879,ZCTA5 08302,13856,8134,131,751,1228,1672,926,905,1428,779,314,5722,329,1544,1473,681,374,435,480,259,147,8302,1873,0.13517609699769054
4880,ZCTA5 32621,2131,1536,34,171,104,256,85,240,346,278,22,595,50,238,15,82,73,6,92,39,0,32621,288,0.1351478179258564
4881,ZCTA5 45693,3404,2134,9,214,298,431,185,253,389,293,62,1270,235,225,119,191,174,92,161,59,14,45693,460,0.13513513513513514
4882,ZCTA5 95466,333,140,0,2,15,10,19,16,37,41,0,193,9,36,52,28,18,6,34,10,0,95466,45,0.13513513513513514
4883,ZCTA5 97901,296,180,0,6,10,25,38,22,49,22,8,116,14,26,28,22,8,7,0,11,0,97901,40,0.13513513513513514
4884,ZCTA5 43613,13833,8773,42,1189,1227,2084,990,852,1412,612,365,5060,349,1520,1070,868,392,347,295,157,62,43613,1869,0.1351116894382997
4885,ZCTA5 37356,903,577,0,17,81,58,31,86,223,68,13,326,27,95,40,69,21,57,3,14,0,37356,122,0.13510520487264674
4886,ZCTA5 32446,3968,2668,13,140,220,491,223,334,614,545,88,1300,191,345,347,145,129,71,51,21,0,32446,536,0.1350806451612903
4887,ZCTA5 88061,7700,5320,53,304,687,484,613,514,1686,803,176,2380,361,679,297,332,180,231,182,98,20,88061,1040,0.13506493506493505
4888,ZCTA5 78017,1044,557,0,82,94,154,12,37,111,42,25,487,53,88,80,82,59,17,96,12,0,78017,141,0.13505747126436782
4889,ZCTA5 35234,1977,925,0,15,50,190,171,134,158,125,82,1052,26,241,251,91,111,177,95,27,33,35234,267,0.13505311077389984
4890,ZCTA5 66212,14433,8710,66,1192,1206,1512,897,1012,1519,818,488,5723,435,1514,989,1014,357,330,500,301,283,66212,1949,0.1350377606873138
4891,ZCTA5 99574,1022,711,0,13,56,286,73,139,100,9,35,311,19,119,7,87,17,48,14,0,0,99574,138,0.1350293542074364
4892,ZCTA5 40935,1163,829,5,54,123,249,82,103,111,92,10,334,79,78,24,81,13,34,20,5,0,40935,157,0.1349957007738607
4893,ZCTA5 61614,12683,8193,27,1141,1018,1334,658,860,1686,1024,445,4490,433,1279,802,601,263,260,268,355,229,61614,1712,0.13498383663171173
4894,ZCTA5 71638,1378,896,0,83,107,160,67,135,145,164,35,482,105,81,54,80,89,13,24,14,22,71638,186,0.13497822931785197
4895,ZCTA5 64863,489,316,4,54,71,61,11,47,33,31,4,173,10,56,53,25,7,10,6,2,4,64863,66,0.13496932515337423
4896,ZCTA5 37067,11337,6897,0,717,1229,1756,823,817,1094,347,114,4440,438,1092,1295,644,429,171,150,77,144,37067,1530,0.13495633765546441
4897,ZCTA5 77591,5380,2824,0,272,422,376,267,431,618,220,218,2556,140,586,779,381,180,145,176,93,76,77591,726,0.1349442379182156
4898,ZCTA5 99208,21409,13809,75,1221,2443,2870,1564,1542,2442,1187,465,7600,1104,1785,1201,872,461,586,847,449,295,99208,2889,0.13494324816665887
4899,ZCTA5 95965,6892,3924,4,351,378,705,435,592,905,412,142,2968,309,621,599,415,288,304,248,162,22,95965,930,0.13493905977945445
4900,ZCTA5 28453,1208,868,0,12,133,124,143,123,156,156,21,340,16,147,59,33,51,4,20,10,0,28453,163,0.13493377483443708
4901,ZCTA5 12546,1208,692,0,4,108,127,109,78,162,69,35,516,22,141,137,112,17,29,29,3,26,12546,163,0.13493377483443708
4902,ZCTA5 19141,12666,6528,80,404,975,1038,834,738,1481,667,311,6138,413,1296,1192,1057,474,454,655,496,101,19141,1709,0.1349281541133744
4903,ZCTA5 33510,10310,6175,54,625,790,1545,739,753,1075,487,107,4135,320,1071,907,754,246,324,403,82,28,33510,1391,0.13491755577109601
4904,ZCTA5 79364,3017,2109,15,200,237,388,172,285,439,263,110,908,141,266,88,52,108,109,126,0,18,79364,407,0.1349022207490885
4905,ZCTA5 20016,13477,9369,28,519,1398,2309,931,959,1929,967,329,4108,630,1188,705,493,167,116,434,196,179,20016,1818,0.1348964903168361
4906,ZCTA5 72758,14717,9261,152,1331,2357,2159,915,669,865,638,175,5456,387,1598,1089,1039,394,202,431,223,93,72758,1985,0.13487803220765102
4907,ZCTA5 62702,15642,9578,102,1047,1372,1506,1245,1110,1768,939,489,6064,524,1585,1108,1015,418,411,616,292,95,62702,2109,0.13482930571538165
4908,ZCTA5 01220,3842,2387,0,188,223,514,255,338,425,294,150,1455,110,408,274,202,138,78,126,96,23,1220,518,0.13482561166059345
4909,ZCTA5 80030,6238,3303,22,352,896,553,361,231,532,225,131,2935,156,685,634,540,186,229,191,181,133,80030,841,0.13481885219621673
4910,ZCTA5 74745,3872,2478,57,304,266,409,282,264,547,252,97,1394,122,400,215,203,116,50,125,124,39,74745,522,0.13481404958677687
4911,ZCTA5 15059,1721,907,0,81,135,125,98,134,156,111,67,814,54,178,122,59,63,65,137,65,71,15059,232,0.1348053457292272
4912,ZCTA5 07047,21900,8512,75,848,1523,1627,756,1246,1281,707,449,13388,293,2659,3096,2699,1155,858,1369,984,275,7047,2952,0.13479452054794522
4913,ZCTA5 38301,13147,6829,86,319,831,1200,862,855,1415,878,383,6318,472,1300,1300,1428,590,410,619,165,34,38301,1772,0.1347836008214802
4914,ZCTA5 11972,460,336,0,0,10,138,41,30,91,26,0,124,19,43,62,0,0,0,0,0,0,11972,62,0.13478260869565217
4915,ZCTA5 98520,8310,4863,31,292,768,905,538,701,869,580,179,3447,344,776,670,710,131,223,457,54,82,98520,1120,0.13477737665463296
4916,ZCTA5 93291,16769,10589,179,1392,2243,1940,1443,1133,1280,809,170,6180,352,1908,1808,869,299,251,425,88,180,93291,2260,0.13477249686922296
4917,ZCTA5 34474,6730,3187,8,322,398,751,278,255,375,630,170,3543,295,612,785,632,342,101,373,171,232,34474,907,0.13476968796433877
4918,ZCTA5 93546,3080,1599,4,50,232,395,242,187,382,107,0,1481,94,321,463,356,126,121,0,0,0,93546,415,0.13474025974025974
4919,ZCTA5 88346,950,469,34,0,155,59,21,51,84,13,52,481,0,128,133,35,16,54,48,67,0,88346,128,0.13473684210526315
4920,ZCTA5 27986,475,308,0,6,36,64,40,22,69,52,19,167,20,44,11,35,10,14,18,9,6,27986,64,0.13473684210526315
4921,ZCTA5 33138,12447,5689,8,339,1119,1384,510,632,872,518,307,6758,197,1480,1366,1188,640,656,867,328,36,33138,1677,0.13473126054470957
4922,ZCTA5 28170,4639,2848,0,127,305,715,343,316,678,274,90,1791,138,487,278,324,117,175,161,57,54,28170,625,0.13472731192067255
4923,ZCTA5 48851,839,676,17,43,119,152,55,74,118,56,42,163,55,58,9,22,11,1,7,0,0,48851,113,0.13468414779499405
4924,ZCTA5 21740,22847,12456,114,1160,1943,2530,1311,1237,2079,1516,566,10391,646,2431,2058,2179,831,698,869,471,208,21740,3077,0.13467851359040575
4925,ZCTA5 66002,4715,3111,48,263,405,458,499,337,600,344,157,1604,118,517,227,324,117,100,98,34,69,66002,635,0.13467656415694593
4926,ZCTA5 80923,10310,7550,156,1344,1821,1771,755,567,874,205,57,2760,321,1067,534,462,72,58,201,45,0,80923,1388,0.13462657613967022
4927,ZCTA5 30434,1872,1059,7,76,118,161,164,156,237,115,25,813,19,233,154,114,132,75,66,20,0,30434,252,0.1346153846153846
4928,ZCTA5 71269,4302,2603,57,246,376,421,409,269,539,204,82,1699,150,429,338,220,229,79,140,95,19,71269,579,0.13458856345885634
4929,ZCTA5 96001,13939,8033,72,429,829,1373,1047,1188,1949,882,264,5906,516,1360,896,1123,475,425,608,327,176,96001,1876,0.1345864122246933
4930,ZCTA5 31788,3574,2334,7,238,205,431,283,371,527,221,51,1240,68,413,157,191,203,70,110,14,14,31788,481,0.13458310016787914
4931,ZCTA5 21613,7350,4060,62,309,297,666,441,502,1054,530,199,3290,195,794,632,488,325,242,291,236,87,21613,989,0.1345578231292517
4932,ZCTA5 79901,3835,437,0,12,96,94,45,36,42,73,39,3398,120,396,282,535,284,433,683,517,148,79901,516,0.13455019556714473
4933,ZCTA5 43521,1115,797,23,75,136,119,103,112,112,89,28,318,66,84,52,38,30,29,8,2,9,43521,150,0.13452914798206278
4934,ZCTA5 48601,14378,9044,26,716,941,1418,1056,1423,1956,1152,356,5334,591,1343,903,1135,520,303,447,78,14,48601,1934,0.13451105856169146
4935,ZCTA5 29501,18767,11235,138,979,1482,2312,1276,1414,2051,1105,478,7532,667,1857,1688,1131,583,643,540,270,153,29501,2524,0.13449139446901476
4936,ZCTA5 40511,12374,7791,72,1428,1716,1376,824,634,985,580,176,4583,280,1384,951,886,499,242,234,86,21,40511,1664,0.13447551317278164
