,NAME,Estimate!!Total,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from abroad,zip code tabulation area,Movers Total,%Movers
5143,ZCTA5 57013,5019,317,319,185,12,57013,833,0.16596931659693165
5144,ZCTA5 27265,49707,4210,2418,1369,252,27265,8249,0.16595248154183515
5145,ZCTA5 43311,18662,2080,506,471,40,43311,3097,0.16595220233629837
5146,ZCTA5 30341,31599,2081,1977,861,324,30341,5243,0.16592297224595715
5147,ZCTA5 53225,26610,3637,486,266,26,53225,4415,0.16591506952273583
5148,ZCTA5 49221,40238,3674,2232,672,98,49221,6676,0.16591281872856503
5149,ZCTA5 63036,862,63,55,25,0,63036,143,0.16589327146171692
5150,ZCTA5 80644,3195,244,54,232,0,80644,530,0.16588419405320814
5151,ZCTA5 33071,39278,3981,1173,743,616,33071,6513,0.1658180151738887
5152,ZCTA5 97305,42686,4608,1458,770,241,97305,7077,0.16579206297146606
5153,ZCTA5 97383,9844,574,779,279,0,97383,1632,0.16578626574563185
5154,ZCTA5 45814,3203,483,31,17,0,45814,531,0.16578207930065564
5155,ZCTA5 72916,8071,631,193,514,0,72916,1338,0.16577871391401314
5156,ZCTA5 58276,555,66,25,0,1,58276,92,0.16576576576576577
5157,ZCTA5 69038,555,39,32,19,2,69038,92,0.16576576576576577
5158,ZCTA5 83454,549,62,10,19,0,83454,91,0.1657559198542805
5159,ZCTA5 61418,537,78,1,10,0,61418,89,0.16573556797020483
5160,ZCTA5 43961,356,32,0,27,0,43961,59,0.16573033707865167
5161,ZCTA5 15104,8424,1138,168,65,25,15104,1396,0.16571699905033238
5162,ZCTA5 49269,6095,755,132,123,0,49269,1010,0.1657095980311731
5163,ZCTA5 40312,4732,416,238,119,11,40312,784,0.16568047337278108
5164,ZCTA5 66094,314,26,12,11,3,66094,52,0.16560509554140126
5165,ZCTA5 28677,34125,4061,775,701,114,28677,5651,0.1655970695970696
5166,ZCTA5 10021,45496,4154,552,1447,1381,10021,7534,0.16559697555829084
5167,ZCTA5 20606,459,69,7,0,0,20606,76,0.1655773420479303
5168,ZCTA5 96032,2446,280,68,57,0,96032,405,0.16557645134914145
5169,ZCTA5 78154,39320,2750,2207,1303,249,78154,6509,0.16553916581892167
5170,ZCTA5 42038,5280,232,502,140,0,42038,874,0.16553030303030303
5171,ZCTA5 42776,2447,163,191,48,3,42776,405,0.1655087862689007
5172,ZCTA5 46545,24537,2430,654,912,65,46545,4061,0.16550515547947997
5173,ZCTA5 94306,27374,1589,697,1190,1054,94306,4530,0.16548549718711186
5174,ZCTA5 55113,40911,3095,2358,1005,312,55113,6770,0.1654811664344553
5175,ZCTA5 50225,2762,285,94,78,0,50225,457,0.16545981173062999
5176,ZCTA5 47833,961,113,46,0,0,47833,159,0.16545265348595214
5177,ZCTA5 30034,45621,4293,1883,1204,168,30034,7548,0.1654501216545012
5178,ZCTA5 77957,8486,819,440,131,14,77957,1404,0.16544897478199388
5179,ZCTA5 84117,24934,2185,706,1051,183,84117,4125,0.1654367530279939
5180,ZCTA5 99205,42739,4840,1498,716,16,99205,7070,0.1654226818596598
5181,ZCTA5 55447,21443,2312,690,459,86,55447,3547,0.1654152870400597
5182,ZCTA5 63138,18324,2285,383,341,22,63138,3031,0.16541148220912463
5183,ZCTA5 23434,48667,3784,2679,1319,268,23434,8050,0.16540982596009615
5184,ZCTA5 51571,526,23,58,6,0,51571,87,0.16539923954372623
5185,ZCTA5 34110,23870,1531,767,1408,242,34110,3948,0.1653958944281525
5186,ZCTA5 72730,8096,832,76,405,26,72730,1339,0.1653903162055336
5187,ZCTA5 78254,57622,6418,1268,1348,496,78254,9530,0.16538821977716844
5188,ZCTA5 53223,28080,3694,623,282,45,53223,4644,0.16538461538461538
5189,ZCTA5 46324,21873,2354,139,1081,43,46324,3617,0.16536369039455037
5190,ZCTA5 98110,23858,1576,1011,1004,354,98110,3945,0.16535334059854137
5191,ZCTA5 98264,20565,2401,214,700,85,98264,3400,0.16532944322878676
5192,ZCTA5 76017,46945,5498,1155,1063,44,76017,7760,0.165299818937054
5193,ZCTA5 75071,52243,4797,2120,1655,62,75071,8634,0.16526616005972092
5194,ZCTA5 91607,30360,3339,953,527,198,91607,5017,0.16525032938076417
5195,ZCTA5 98640,4442,127,528,79,0,98640,734,0.16524088248536695
5196,ZCTA5 62673,466,72,5,0,0,62673,77,0.16523605150214593
5197,ZCTA5 56156,5689,334,198,408,0,56156,940,0.16523114782914397
5198,ZCTA5 42275,678,6,106,0,0,42275,112,0.16519174041297935
5199,ZCTA5 46835,34275,4288,522,785,66,46835,5661,0.16516411378555798
5200,ZCTA5 12169,218,36,0,0,0,12169,36,0.1651376146788991
5201,ZCTA5 88203,30296,3595,464,760,184,88203,5003,0.16513731185635067
5202,ZCTA5 33127,33004,4069,783,252,346,33127,5450,0.1651314992122167
5203,ZCTA5 06360,36221,4056,1188,715,22,6360,5981,0.16512520361116478
5204,ZCTA5 93230,66045,6828,2994,877,206,93230,10905,0.16511469452645924
5205,ZCTA5 75803,22118,1032,2536,78,6,75803,3652,0.1651143864725563
5206,ZCTA5 25674,2665,257,68,115,0,25674,440,0.1651031894934334
5207,ZCTA5 60645,46705,4780,428,739,1764,60645,7711,0.16510009634942727
5208,ZCTA5 44118,38354,3594,865,1373,500,44118,6332,0.16509360171038223
5209,ZCTA5 79547,733,49,20,52,0,79547,121,0.165075034106412
5210,ZCTA5 85334,939,125,0,30,0,85334,155,0.1650692225772098
5211,ZCTA5 03235,8597,695,512,202,10,3235,1419,0.1650575782249622
5212,ZCTA5 68137,25472,2391,849,855,109,68137,4204,0.16504396984924624
5213,ZCTA5 15205,22001,2322,222,724,363,15205,3631,0.16503795282032635
5214,ZCTA5 37075,64477,4385,3242,2739,274,37075,10640,0.16502008468135926
5215,ZCTA5 80129,29827,1817,1963,968,174,80129,4922,0.16501827203540417
5216,ZCTA5 03458,6885,625,335,167,9,3458,1136,0.16499636891793754
5217,ZCTA5 53208,29241,3837,509,409,69,53208,4824,0.16497383810403202
5218,ZCTA5 42083,291,0,48,0,0,42083,48,0.16494845360824742
5219,ZCTA5 80108,26925,2042,1264,1062,73,80108,4441,0.16493964716805942
5220,ZCTA5 20017,20123,1645,0,1504,170,20017,3319,0.16493564577846245
5221,ZCTA5 99347,2207,149,34,143,38,99347,364,0.164929768917082
5222,ZCTA5 55792,9768,1186,217,208,0,55792,1611,0.16492628992628994
5223,ZCTA5 95131,30689,2892,456,590,1123,95131,5061,0.16491250936817753
5224,ZCTA5 41260,855,92,49,0,0,41260,141,0.1649122807017544
5225,ZCTA5 83676,4924,488,187,137,0,83676,812,0.16490658001624695
5226,ZCTA5 30307,19437,1106,1313,724,62,30307,3205,0.16489170139424808
5227,ZCTA5 99645,30078,2260,1347,1254,98,99645,4959,0.16487133453022143
5228,ZCTA5 45158,370,47,14,0,0,45158,61,0.16486486486486487
5229,ZCTA5 97838,25616,2838,714,606,65,97838,4223,0.1648579013116802
5230,ZCTA5 48227,41121,5705,594,425,55,48227,6779,0.1648549402981445
5231,ZCTA5 85260,38707,3942,168,1837,434,85260,6381,0.16485390239491565
5232,ZCTA5 56334,5502,593,285,26,3,56334,907,0.16484914576517629
5233,ZCTA5 99633,455,28,36,11,0,99633,75,0.16483516483516483
5234,ZCTA5 98380,4150,480,52,152,0,98380,684,0.16481927710843375
5235,ZCTA5 27518,20787,1988,536,750,152,27518,3426,0.16481454755375957
5236,ZCTA5 80461,7397,397,444,378,0,80461,1219,0.16479653913748818
5237,ZCTA5 32789,26397,2327,1146,705,172,32789,4350,0.1647914535742698
5238,ZCTA5 29575,18612,1638,292,1110,27,29575,3067,0.16478615946701053
5239,ZCTA5 74571,3453,246,192,117,14,74571,569,0.16478424558355054
5240,ZCTA5 57039,3526,363,132,86,0,57039,581,0.16477595008508225
5241,ZCTA5 54311,35207,3791,1177,685,148,54311,5801,0.1647683699264351
5242,ZCTA5 85143,37740,2718,1963,1302,235,85143,6218,0.1647588765235824
5243,ZCTA5 23607,22797,1647,1246,808,55,23607,3756,0.16475852085800763
5244,ZCTA5 47362,29766,2865,1792,227,20,47362,4904,0.1647517301619297
5245,ZCTA5 72501,26030,2566,1238,449,35,72501,4288,0.1647330003841721
5246,ZCTA5 48211,6223,769,95,161,0,48211,1025,0.16471155391290374
5247,ZCTA5 80223,20351,1814,1119,381,38,80223,3352,0.16470935089184807
5248,ZCTA5 15901,3388,326,145,87,0,15901,558,0.16469893742621014
5249,ZCTA5 70071,3261,245,151,141,0,70071,537,0.16467341306347746
5250,ZCTA5 55767,4506,105,583,51,3,55767,742,0.1646693297825122
5251,ZCTA5 53132,35545,4200,1081,555,17,53132,5853,0.16466450977633984
5252,ZCTA5 74464,31155,2926,1561,594,49,74464,5130,0.16466056812710642
5253,ZCTA5 35404,22538,1904,676,1036,95,35404,3711,0.16465524891294703
5254,ZCTA5 27104,27591,2499,1012,931,101,27104,4543,0.16465514116922184
5255,ZCTA5 10025,92011,6774,1817,4059,2498,10025,15148,0.16463248959363555
5256,ZCTA5 50265,31562,3208,1112,822,54,50265,5196,0.1646283505481275
5257,ZCTA5 95608,61092,6819,2146,587,505,95608,10057,0.16462057225168597
5258,ZCTA5 95677,25170,2035,1673,273,162,95677,4143,0.16460071513706795
5259,ZCTA5 30165,41335,5177,1008,583,34,30165,6802,0.1645578807306157
5260,ZCTA5 66955,79,0,8,5,0,66955,13,0.16455696202531644
5261,ZCTA5 59933,79,8,0,5,0,59933,13,0.16455696202531644
5262,ZCTA5 38849,6375,642,276,131,0,38849,1049,0.16454901960784313
5263,ZCTA5 32765,64613,3135,5296,1690,510,32765,10631,0.16453345302029004
5264,ZCTA5 66608,5695,609,171,157,0,66608,937,0.16453028972783143
5265,ZCTA5 89444,2638,184,56,193,1,89444,434,0.1645185746777862
5266,ZCTA5 98526,231,15,14,9,0,98526,38,0.1645021645021645
5267,ZCTA5 53593,22955,2576,446,754,0,53593,3776,0.16449575255935525
5268,ZCTA5 02169,55828,3547,2514,2218,903,2169,9182,0.1644694418571326
5269,ZCTA5 67844,827,36,98,2,0,67844,136,0.16444981862152358
5270,ZCTA5 98002,33755,3794,614,936,207,98002,5551,0.16444971115390314
5271,ZCTA5 57436,450,22,22,20,10,57436,74,0.16444444444444445
5272,ZCTA5 53235,9371,1175,173,183,10,53235,1541,0.16444349589158042
5273,ZCTA5 76363,523,44,39,3,0,76363,86,0.16443594646271512
5274,ZCTA5 32825,60990,5133,1951,1693,1251,32825,10028,0.16442039678635842
5275,ZCTA5 75114,6301,194,818,0,24,75114,1036,0.16441834629423902
5276,ZCTA5 84784,2865,150,0,321,0,84784,471,0.1643979057591623
5277,ZCTA5 78613,78822,5000,5304,2035,619,78613,12958,0.16439572708127173
5278,ZCTA5 83821,219,24,2,0,10,83821,36,0.1643835616438356
5279,ZCTA5 78746,28229,3087,508,798,247,78746,4640,0.16436997414006874
5280,ZCTA5 32773,30524,2514,1648,432,423,32773,5017,0.16436246887694927
5281,ZCTA5 46701,7922,695,451,142,14,46701,1302,0.16435243625347135
5282,ZCTA5 75180,23170,3107,351,274,76,75180,3808,0.16435045317220545
5283,ZCTA5 45646,499,20,62,0,0,45646,82,0.16432865731462926
5284,ZCTA5 45808,353,10,48,0,0,45808,58,0.1643059490084986
5285,ZCTA5 90211,7888,906,61,287,42,90211,1296,0.1643002028397566
5286,ZCTA5 35112,280,46,0,0,0,35112,46,0.16428571428571428
5287,ZCTA5 24340,5941,629,150,156,41,24340,976,0.16428210738932839
5288,ZCTA5 96067,6910,915,119,101,0,96067,1135,0.16425470332850942
5289,ZCTA5 48066,47174,4750,2466,464,68,48066,7748,0.16424301522024845
5290,ZCTA5 48224,41232,5616,885,159,112,48224,6772,0.16424136592937524
5291,ZCTA5 93643,2947,193,160,113,18,93643,484,0.164234815066169
5292,ZCTA5 48141,24279,2953,768,145,121,48141,3987,0.16421598912640553
5293,ZCTA5 43119,28103,3479,579,520,36,43119,4614,0.16418175995445325
5294,ZCTA5 59804,8241,848,94,381,30,59804,1353,0.16417910447761194
5295,ZCTA5 63771,2906,238,157,82,0,63771,477,0.1641431520991053
5296,ZCTA5 89117,54503,5574,91,2846,434,89117,8945,0.16411940627121444
5297,ZCTA5 52231,195,3,29,0,0,52231,32,0.1641025641025641
5298,ZCTA5 27978,195,24,0,8,0,27978,32,0.1641025641025641
5299,ZCTA5 86351,6301,380,369,285,0,86351,1034,0.16410093635930806
5300,ZCTA5 84074,50039,4020,3076,984,131,84074,8211,0.1640920082335778
5301,ZCTA5 02908,37088,4069,296,1479,241,2908,6085,0.16406924072476273
5302,ZCTA5 48846,19669,1953,1046,181,47,48846,3227,0.16406528039046214
5303,ZCTA5 43321,256,13,27,2,0,43321,42,0.1640625
5304,ZCTA5 98591,3103,198,231,70,10,98591,509,0.16403480502739284
5305,ZCTA5 92127,48167,4987,1073,866,975,92127,7901,0.16403346689642287
5306,ZCTA5 02129,18975,1661,668,683,100,2129,3112,0.16400527009222662
5307,ZCTA5 45001,750,77,0,46,0,45001,123,0.164
5308,ZCTA5 82301,8994,773,433,245,24,82301,1475,0.1639982210362464
5309,ZCTA5 39359,372,7,48,6,0,39359,61,0.1639784946236559
5310,ZCTA5 83211,6013,645,126,158,57,83211,986,0.16397804756361217
5311,ZCTA5 63143,9471,839,434,280,0,63143,1553,0.16397423714496887
5312,ZCTA5 63870,927,114,12,26,0,63870,152,0.16396979503775622
5313,ZCTA5 18333,555,39,52,0,0,18333,91,0.16396396396396395
5314,ZCTA5 43331,4489,384,285,63,4,43331,736,0.163956337714413
5315,ZCTA5 37180,3873,345,128,162,0,37180,635,0.16395558998192616
5316,ZCTA5 84120,51217,5398,982,1514,503,84120,8397,0.16394946990257142
5317,ZCTA5 04330,25313,2866,663,599,22,4330,4150,0.16394737881720856
5318,ZCTA5 46365,793,36,66,28,0,46365,130,0.16393442622950818
5319,ZCTA5 99564,61,7,3,0,0,99564,10,0.16393442622950818
5320,ZCTA5 27519,54505,3056,1397,3534,948,27519,8935,0.163929914686726
5321,ZCTA5 44490,970,37,111,11,0,44490,159,0.16391752577319588
5322,ZCTA5 45216,8810,1187,82,25,150,45216,1444,0.16390465380249716
5323,ZCTA5 40222,21679,2206,679,592,76,40222,3553,0.16389132340052587
5324,ZCTA5 49420,6303,554,284,146,49,49420,1033,0.16389021101062987
5325,ZCTA5 77386,52952,3570,3094,1819,195,77386,8678,0.16388427254872337
5326,ZCTA5 20743,38859,3861,429,1871,207,20743,6368,0.16387452070305464
5327,ZCTA5 80003,36425,1885,2799,1080,205,80003,5969,0.1638709677419355
5328,ZCTA5 80020,49014,1212,4662,1910,246,80020,8030,0.1638307422369119
5329,ZCTA5 53224,21883,2656,561,313,55,53224,3585,0.16382580084997486
5330,ZCTA5 33334,29077,3209,332,817,405,33334,4763,0.16380644495649482
5331,ZCTA5 89521,31009,3322,506,1085,166,89521,5079,0.1637911574059144
5332,ZCTA5 31015,21369,2145,1080,257,18,31015,3500,0.16378866582432497
5333,ZCTA5 32092,34518,1390,2856,1296,111,32092,5653,0.16376962744075554
5334,ZCTA5 33905,36710,3555,1152,1134,170,33905,6011,0.16374284935984745
5335,ZCTA5 80435,7452,817,185,174,44,80435,1220,0.16371443907675792
5336,ZCTA5 71653,4466,509,100,122,0,71653,731,0.16368114643976714
5337,ZCTA5 60653,31544,4398,138,548,79,60653,5163,0.16367613492264774
5338,ZCTA5 49091,19503,2045,508,629,10,49091,3192,0.1636671281341332
5339,ZCTA5 64728,611,85,13,2,0,64728,100,0.16366612111292964
5340,ZCTA5 98576,5066,582,146,57,44,98576,829,0.16363995262534545
5341,ZCTA5 08720,770,84,42,0,0,8720,126,0.16363636363636364
5342,ZCTA5 73066,330,16,15,23,0,73066,54,0.16363636363636364
5343,ZCTA5 08530,7450,503,337,339,40,8530,1219,0.1636241610738255
5344,ZCTA5 15221,30113,3777,373,746,31,15221,4927,0.16361704247335038
5345,ZCTA5 78602,27482,2144,1913,343,96,78602,4496,0.16359799141256096
5346,ZCTA5 77010,862,67,31,43,0,77010,141,0.16357308584686775
5347,ZCTA5 94087,56700,5595,788,1188,1703,94087,9274,0.1635626102292769
5348,ZCTA5 12601,41108,3412,2075,969,267,12601,6723,0.16354480879634134
5349,ZCTA5 55940,2770,110,308,35,0,55940,453,0.1635379061371841
5350,ZCTA5 57212,2006,106,164,54,4,57212,328,0.16350947158524426
5351,ZCTA5 31320,8122,558,337,383,50,31320,1328,0.1635065254863334
5352,ZCTA5 81649,367,30,19,11,0,81649,60,0.16348773841961853
5353,ZCTA5 73564,471,38,35,4,0,73564,77,0.16348195329087048
5354,ZCTA5 26452,8913,969,376,112,0,26452,1457,0.1634690900931224
5355,ZCTA5 72470,208,12,15,7,0,72470,34,0.16346153846153846
5356,ZCTA5 80825,416,31,35,2,0,80825,68,0.16346153846153846
5357,ZCTA5 38451,4185,410,254,20,0,38451,684,0.16344086021505377
5358,ZCTA5 54534,2264,164,44,155,7,54534,370,0.16342756183745583
5359,ZCTA5 20148,47324,2753,2409,1806,766,20148,7734,0.16342659115882005
5360,ZCTA5 69366,257,10,13,19,0,69366,42,0.16342412451361868
5361,ZCTA5 97478,38926,4769,602,700,290,97478,6361,0.1634126290910959
5362,ZCTA5 75605,29627,2467,1796,457,120,75605,4840,0.16336449859925067
5363,ZCTA5 65769,2522,253,131,20,8,65769,412,0.1633624107850912
5364,ZCTA5 44135,27216,3593,200,407,246,44135,4446,0.16335978835978837
5365,ZCTA5 67401,50235,4487,1986,1424,309,67401,8206,0.16335224445107993
5366,ZCTA5 72076,37904,3418,1455,1190,128,72076,6191,0.16333368509919796
5367,ZCTA5 45621,300,29,2,18,0,45621,49,0.16333333333333333
5368,ZCTA5 04623,900,104,31,10,2,4623,147,0.16333333333333333
5369,ZCTA5 02650,845,102,4,9,23,2650,138,0.16331360946745563
5370,ZCTA5 32207,35307,3770,645,917,434,32207,5766,0.16331039170702694
5371,ZCTA5 40409,3956,378,268,0,0,40409,646,0.16329625884732052
5372,ZCTA5 30088,29745,2732,742,1178,205,30088,4857,0.1632879475542108
5373,ZCTA5 21702,41467,3141,1569,1686,375,21702,6771,0.16328646875828973
5374,ZCTA5 33140,21669,2273,459,277,529,33140,3538,0.16327472426046427
5375,ZCTA5 90803,32124,3167,1178,663,236,90803,5244,0.16324243556219648
5376,ZCTA5 97135,827,68,41,26,0,97135,135,0.16324062877871826
5377,ZCTA5 92107,30845,3018,746,885,386,92107,5035,0.16323553250121575
5378,ZCTA5 73852,2328,252,64,51,13,73852,380,0.16323024054982818
5379,ZCTA5 83406,17736,1727,539,595,34,83406,2895,0.16322733423545333
5380,ZCTA5 61109,26876,3058,673,559,96,61109,4386,0.16319392766780771
5381,ZCTA5 50857,239,24,13,2,0,50857,39,0.16317991631799164
5382,ZCTA5 76082,18728,1098,1519,419,20,76082,3056,0.16317812900469886
5383,ZCTA5 77024,38076,3351,543,1010,1309,77024,6213,0.1631736526946108
5384,ZCTA5 32605,24330,2721,687,477,85,32605,3970,0.1631730374023839
5385,ZCTA5 50220,8801,699,594,42,101,50220,1436,0.16316327690035223
5386,ZCTA5 50590,852,46,39,49,5,50590,139,0.16314553990610328
5387,ZCTA5 79024,472,23,50,4,0,79024,77,0.163135593220339
5388,ZCTA5 70456,2538,354,46,14,0,70456,414,0.16312056737588654
5389,ZCTA5 04785,2250,326,13,21,7,4785,367,0.16311111111111112
5390,ZCTA5 06409,466,76,0,0,0,6409,76,0.1630901287553648
5391,ZCTA5 89021,3354,477,9,32,29,89021,547,0.16308884913536076
5392,ZCTA5 39194,21416,1551,338,1235,368,39194,3492,0.16305565932013447
5393,ZCTA5 29407,33874,3524,586,1131,282,29407,5523,0.16304540355434846
5394,ZCTA5 61324,92,0,15,0,0,61324,15,0.16304347826086957
5395,ZCTA5 12424,276,45,0,0,0,12424,45,0.16304347826086957
5396,ZCTA5 72118,20829,2751,336,275,34,72118,3396,0.16304191271784532
5397,ZCTA5 73116,9121,976,183,274,54,73116,1487,0.16303036947703103
5398,ZCTA5 94706,20702,1119,1326,311,619,94706,3375,0.16302772678968216
5399,ZCTA5 48811,5306,130,709,16,10,48811,865,0.16302299283829627
5400,ZCTA5 95008,46033,5305,963,683,553,95008,7504,0.1630134903221602
5401,ZCTA5 10028,47336,4553,819,1791,553,10028,7716,0.16300490113233057
5402,ZCTA5 98203,35294,4064,889,688,112,98203,5753,0.1630022100073667
5403,ZCTA5 82225,1982,169,111,43,0,82225,323,0.16296670030272453
5404,ZCTA5 98247,9352,1195,98,146,85,98247,1524,0.16295979469632163
5405,ZCTA5 77521,58895,5011,2113,1406,1067,77521,9597,0.1629510145173614
5406,ZCTA5 33598,18106,1624,298,701,327,33598,2950,0.16292941566331604
5407,ZCTA5 30005,39646,2176,1459,1694,1130,30005,6459,0.162916813802149
5408,ZCTA5 67505,2443,217,141,16,24,67505,398,0.16291444944740074
5409,ZCTA5 47944,3370,216,300,33,0,47944,549,0.1629080118694362
5410,ZCTA5 32746,42819,2818,1900,1729,527,32746,6974,0.16287162241061212
5411,ZCTA5 92544,48270,5612,1758,367,124,92544,7861,0.1628547752227056
5412,ZCTA5 42104,33043,2758,1485,919,219,42104,5381,0.16284840964803438
5413,ZCTA5 58072,7449,486,336,391,0,58072,1213,0.16284064975164453
5414,ZCTA5 83549,737,45,66,9,0,83549,120,0.1628222523744912
5415,ZCTA5 93311,45162,5629,622,509,593,93311,7353,0.16281387006775608
5416,ZCTA5 48220,22487,1879,1487,246,49,48220,3661,0.16280517632409836
5417,ZCTA5 68042,86,10,0,4,0,68042,14,0.16279069767441862
5418,ZCTA5 56168,860,58,62,18,2,56168,140,0.16279069767441862
5419,ZCTA5 37165,43,3,4,0,0,37165,7,0.16279069767441862
5420,ZCTA5 88321,86,0,0,14,0,88321,14,0.16279069767441862
5421,ZCTA5 45230,27254,2749,928,748,11,45230,4436,0.16276509870110809
5422,ZCTA5 98843,1794,169,45,24,54,98843,292,0.16276477146042365
5423,ZCTA5 23320,55799,3664,2857,2249,311,23320,9081,0.16274485205828063
5424,ZCTA5 92241,7835,581,249,267,178,92241,1275,0.16273133375877472
5425,ZCTA5 40067,5968,157,246,530,38,40067,971,0.162701072386059
5426,ZCTA5 27379,5514,624,122,129,22,27379,897,0.16267682263329705
5427,ZCTA5 19144,41999,5189,669,825,149,19144,6832,0.16267053977475654
5428,ZCTA5 40219,39137,4970,753,335,308,40219,6366,0.16265937603802028
5429,ZCTA5 36549,4919,158,28,592,22,36549,800,0.16263468184590363
5430,ZCTA5 13753,5743,288,566,67,13,13753,934,0.1626327703290963
5431,ZCTA5 84061,289,0,47,0,0,84061,47,0.16262975778546712
5432,ZCTA5 70810,39223,3923,1155,1052,248,70810,6378,0.16260867348239552
5433,ZCTA5 57201,24827,2389,1136,477,35,57201,4037,0.16260522817899867
5434,ZCTA5 92026,49230,6505,902,435,163,92026,8005,0.16260410318911234
5435,ZCTA5 15139,6372,696,216,98,26,15139,1036,0.162586315128688
5436,ZCTA5 28270,34598,3083,684,1535,323,28270,5625,0.16258165211861958
5437,ZCTA5 24631,2522,148,178,84,0,24631,410,0.1625693893735131
5438,ZCTA5 24090,4909,463,162,165,8,24090,798,0.1625585658993685
5439,ZCTA5 85043,39143,5271,29,914,149,85043,6363,0.16255780088393837
5440,ZCTA5 22849,5156,335,458,45,0,22849,838,0.16252909231962762
5441,ZCTA5 80421,9335,165,1167,162,23,80421,1517,0.1625066952329941
5442,ZCTA5 99777,240,12,21,6,0,99777,39,0.1625
5443,ZCTA5 89419,5477,272,535,83,0,89419,890,0.1624977177286836
5444,ZCTA5 33610,45410,5124,606,1122,527,33610,7379,0.16249724730235632
5445,ZCTA5 62822,3071,229,215,55,0,62822,499,0.16248778899381308
5446,ZCTA5 92276,7656,634,393,74,143,92276,1244,0.16248693834900732
5447,ZCTA5 24701,19430,1579,583,979,16,24701,3157,0.1624806999485332
5448,ZCTA5 95670,54070,5588,1809,935,453,95670,8785,0.16247457000184945
5449,ZCTA5 33952,33471,2785,1171,1219,263,33952,5438,0.16246900301753758
5450,ZCTA5 92584,50607,5670,1853,594,105,92584,8222,0.1624676428162112
5451,ZCTA5 24925,634,45,17,41,0,24925,103,0.16246056782334384
5452,ZCTA5 80514,5183,295,476,26,45,80514,842,0.16245417711749952
5453,ZCTA5 94025,42225,2261,2248,1164,1186,94025,6859,0.16243931320307875
5454,ZCTA5 18201,26801,2427,522,965,439,18201,4353,0.16241931271221224
5455,ZCTA5 20815,30206,1897,282,1694,1033,20815,4906,0.16241806263656228
5456,ZCTA5 78130,73305,3827,5807,1854,417,78130,11905,0.16240365595798376
5457,ZCTA5 34293,37818,3133,853,1965,189,34293,6140,0.16235654979110475
5458,ZCTA5 89144,19593,2000,200,797,184,89144,3181,0.16235390190374113
5459,ZCTA5 46795,6770,605,376,105,13,46795,1099,0.16233382570162483
5460,ZCTA5 37087,46547,3988,2367,982,219,37087,7556,0.1623305476185361
5461,ZCTA5 67901,21436,2069,532,712,166,67901,3479,0.1622970703489457
5462,ZCTA5 33428,40995,3409,1748,865,629,33428,6651,0.16223929747530186
5463,ZCTA5 78244,32015,3969,477,617,131,78244,5194,0.16223645166328285
5464,ZCTA5 46982,2392,142,157,89,0,46982,388,0.16220735785953178
5465,ZCTA5 73018,20038,1887,932,377,54,73018,3250,0.1621918355125262
5466,ZCTA5 44714,8299,931,315,71,29,44714,1346,0.1621882154476443
5467,ZCTA5 55959,2448,311,45,41,0,55959,397,0.1621732026143791
5468,ZCTA5 64842,814,33,85,14,0,64842,132,0.16216216216216217
5469,ZCTA5 68860,296,8,28,11,1,68860,48,0.16216216216216217
5470,ZCTA5 50662,6685,697,307,58,22,50662,1084,0.16215407629020195
5471,ZCTA5 32097,18316,1101,979,755,135,32097,2970,0.16215330858265997
5472,ZCTA5 22312,33170,2101,1106,1363,808,22312,5378,0.16213445884835695
5473,ZCTA5 89129,56047,6717,125,2039,206,89129,9087,0.16213178225417954
5474,ZCTA5 72632,4262,282,162,224,23,72632,691,0.16213045518535898
5475,ZCTA5 53216,33850,5018,110,312,48,53216,5488,0.16212703101920237
5476,ZCTA5 98245,3633,359,106,120,4,98245,589,0.1621249655931737
5477,ZCTA5 30566,7686,1000,205,16,25,30566,1246,0.1621129326047359
5478,ZCTA5 81431,364,17,30,12,0,81431,59,0.1620879120879121
5479,ZCTA5 72923,4831,528,104,151,0,72923,783,0.1620782446698406
5480,ZCTA5 20886,33558,3586,851,475,527,20886,5439,0.1620775969962453
5481,ZCTA5 98241,1913,196,20,94,0,98241,310,0.1620491374803973
5482,ZCTA5 72761,21853,2384,421,566,170,72761,3541,0.16203724889031254
5483,ZCTA5 36870,20954,1662,405,1317,11,36870,3395,0.16202157106041806
5484,ZCTA5 13141,574,0,93,0,0,13141,93,0.16202090592334495
5485,ZCTA5 24012,29784,2547,1549,664,64,24012,4824,0.16196615632554393
5486,ZCTA5 47031,5323,263,355,159,85,47031,862,0.16193875634040955
5487,ZCTA5 45601,56269,5415,3303,334,60,45601,9112,0.16193641258952532
5488,ZCTA5 60109,562,85,6,0,0,60109,91,0.1619217081850534
5489,ZCTA5 32735,4620,399,302,29,18,32735,748,0.1619047619047619
5490,ZCTA5 42420,37974,3865,1375,814,94,42420,6148,0.161900247537789
5491,ZCTA5 54115,45275,3545,2236,1450,99,54115,7330,0.16189950303699613
5492,ZCTA5 32904,30828,2578,620,1247,546,32904,4991,0.16189827429609446
5493,ZCTA5 38116,39127,5265,121,948,0,38116,6334,0.16188309862754618
5494,ZCTA5 05155,871,28,53,60,0,5155,141,0.1618828932261768
5495,ZCTA5 02155,59180,4468,1741,2017,1354,2155,9580,0.16187901318012843
