,NAME,Estimate!!Total,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from abroad,zip code tabulation area,Movers Total,%Movers
1136,ZCTA5 05656,3565,502,336,143,8,5656,989,0.27741935483870966
1137,ZCTA5 78877,725,65,106,0,30,78877,201,0.2772413793103448
1138,ZCTA5 44861,65,18,0,0,0,44861,18,0.27692307692307694
1139,ZCTA5 15716,867,184,39,17,0,15716,240,0.2768166089965398
1140,ZCTA5 23606,28301,3100,3438,1125,166,23606,7829,0.276633334511148
1141,ZCTA5 16214,9950,1285,1306,134,27,16214,2752,0.2765829145728643
1142,ZCTA5 57006,26071,3201,1999,1728,279,57006,7207,0.2764374208891105
1143,ZCTA5 73071,42048,7157,2613,1637,215,73071,11622,0.276398401826484
1144,ZCTA5 39202,7960,925,801,448,26,39202,2200,0.27638190954773867
1145,ZCTA5 43768,496,119,18,0,0,43768,137,0.2762096774193548
1146,ZCTA5 45402,9964,1873,512,264,103,45402,2752,0.27619429947812124
1147,ZCTA5 43557,3275,165,680,59,0,43557,904,0.27603053435114505
1148,ZCTA5 20390,359,0,0,91,8,20390,99,0.2757660167130919
1149,ZCTA5 50239,69,2,2,15,0,50239,19,0.2753623188405797
1150,ZCTA5 13859,189,11,41,0,0,13859,52,0.2751322751322751
1151,ZCTA5 95249,4813,722,562,40,0,95249,1324,0.2750883025140245
1152,ZCTA5 95825,35307,5946,2242,841,678,95825,9707,0.27493131673605803
1153,ZCTA5 97441,382,71,34,0,0,97441,105,0.27486910994764396
1154,ZCTA5 73507,22093,3741,883,1187,260,73507,6071,0.2747929208346535
1155,ZCTA5 07311,404,37,29,16,29,7311,111,0.2747524752475248
1156,ZCTA5 27845,2872,115,615,59,0,27845,789,0.2747214484679666
1157,ZCTA5 59715,35092,4444,1895,2944,352,59715,9635,0.2745640031916106
1158,ZCTA5 10005,8756,1292,352,514,246,10005,2404,0.2745545911375057
1159,ZCTA5 15562,204,49,0,7,0,15562,56,0.27450980392156865
1160,ZCTA5 97330,42343,6091,2950,2032,550,97330,11623,0.27449637484353967
1161,ZCTA5 02467,21759,1305,2397,1439,824,2467,5965,0.27413943655498874
1162,ZCTA5 80451,978,18,250,0,0,80451,268,0.2740286298568507
1163,ZCTA5 83706,32552,5083,1340,2142,354,83706,8919,0.2739923814204964
1164,ZCTA5 57104,25782,4185,1374,947,553,57104,7059,0.27379567139865024
1165,ZCTA5 33401,27856,4121,1491,1286,727,33401,7625,0.2737291786329696
1166,ZCTA5 67601,23998,3773,1546,1104,141,67601,6564,0.2735227935661305
1167,ZCTA5 80133,2549,134,479,84,0,80133,697,0.2734405649274225
1168,ZCTA5 89421,578,16,12,130,0,89421,158,0.27335640138408307
1169,ZCTA5 72401,57965,11202,3093,1166,375,72401,15836,0.2731993444319848
1170,ZCTA5 94158,7084,686,390,421,438,94158,1935,0.27315076228119706
1171,ZCTA5 99587,2029,284,105,165,0,99587,554,0.27304090685066534
1172,ZCTA5 18102,48578,8760,1652,1617,1226,18102,13255,0.2728601424513154
1173,ZCTA5 06264,88,0,10,0,14,6264,24,0.2727272727272727
1174,ZCTA5 19103,24092,2867,917,2129,657,19103,6570,0.27270463224306823
1175,ZCTA5 32814,7155,976,402,495,76,32814,1949,0.2723969252271139
1176,ZCTA5 64136,2146,250,19,315,0,64136,584,0.2721342031686859
1177,ZCTA5 97227,4733,592,138,489,69,97227,1288,0.27213184027044157
1178,ZCTA5 85712,33251,7248,375,1050,374,85712,9047,0.272082042645334
1179,ZCTA5 45810,8145,816,964,402,34,45810,2216,0.27206875383670964
1180,ZCTA5 45620,945,149,108,0,0,45620,257,0.27195767195767195
1181,ZCTA5 87106,24864,3820,1157,1307,477,87106,6761,0.27191924066924067
1182,ZCTA5 58102,29721,4317,1181,2331,252,58102,8081,0.27189529289054876
1183,ZCTA5 80926,1914,447,73,0,0,80926,520,0.2716823406478579
1184,ZCTA5 32811,40536,6416,1680,1332,1578,32811,11006,0.27151174264850997
1185,ZCTA5 86401,25430,3794,368,2582,154,86401,6898,0.2712544239087692
1186,ZCTA5 04988,2324,232,122,272,4,4988,630,0.2710843373493976
1187,ZCTA5 57214,48,12,1,0,0,57214,13,0.2708333333333333
1188,ZCTA5 28212,44733,7843,1568,1758,939,28212,12108,0.27067265776943195
1189,ZCTA5 31419,57299,7921,3813,3059,716,31419,15509,0.27066789996335017
1190,ZCTA5 59748,207,9,41,6,0,59748,56,0.27053140096618356
1191,ZCTA5 76542,49071,7465,1883,3277,643,76542,13268,0.27038372969778485
1192,ZCTA5 74747,185,45,0,5,0,74747,50,0.2702702702702703
1193,ZCTA5 92109,47970,7855,1369,2202,1537,92109,12963,0.27023139462163853
1194,ZCTA5 85705,55714,11576,1262,1489,727,85705,15054,0.2702013856481315
1195,ZCTA5 86431,459,60,24,40,0,86431,124,0.2701525054466231
1196,ZCTA5 79414,18257,3600,884,409,39,79414,4932,0.2701429588650928
1197,ZCTA5 23076,796,1,205,6,3,23076,215,0.2701005025125628
1198,ZCTA5 65232,274,10,48,16,0,65232,74,0.27007299270072993
1199,ZCTA5 33924,200,14,0,0,40,33924,54,0.27
1200,ZCTA5 65705,3901,413,413,227,0,65705,1053,0.269930786977698
1201,ZCTA5 55802,2368,395,145,75,24,55802,639,0.26984797297297297
1202,ZCTA5 80631,54953,7769,4846,1847,366,80631,14828,0.2698305824977708
1203,ZCTA5 78339,330,64,25,0,0,78339,89,0.2696969696969697
1204,ZCTA5 89018,4837,1030,136,131,7,89018,1304,0.2695885879677486
1205,ZCTA5 12738,308,83,0,0,0,12738,83,0.2694805194805195
1206,ZCTA5 92123,30554,5337,480,1867,548,92123,8232,0.2694246252536493
1207,ZCTA5 93710,32027,5723,2182,427,292,93710,8624,0.26927280107409374
1208,ZCTA5 51578,52,9,0,5,0,51578,14,0.2692307692307692
1209,ZCTA5 30470,338,2,81,8,0,30470,91,0.2692307692307692
1210,ZCTA5 99624,52,3,0,11,0,99624,14,0.2692307692307692
1211,ZCTA5 52767,182,8,33,8,0,52767,49,0.2692307692307692
1212,ZCTA5 15671,676,182,0,0,0,15671,182,0.2692307692307692
1213,ZCTA5 89169,21420,4298,13,1123,328,89169,5762,0.26900093370681605
1214,ZCTA5 84321,45610,6926,2615,2024,700,84321,12265,0.268910326682745
1215,ZCTA5 24482,5189,619,691,45,40,24482,1395,0.2688379263827327
1216,ZCTA5 85711,38966,8289,411,1497,276,85711,10473,0.2687727762664887
1217,ZCTA5 50214,893,50,147,43,0,50214,240,0.2687569988801792
1218,ZCTA5 79416,33313,6204,1872,749,128,79416,8953,0.268753939903341
1219,ZCTA5 55408,30920,5264,1490,1271,283,55408,8308,0.2686934023285899
1220,ZCTA5 85132,36571,2776,3696,2175,1176,85132,9823,0.26860080391567087
1221,ZCTA5 52635,864,174,52,6,0,52635,232,0.26851851851851855
1222,ZCTA5 90094,9117,1327,480,506,135,90094,2448,0.26850937808489633
1223,ZCTA5 76109,23090,3615,1343,1079,162,76109,6199,0.26847119965352967
1224,ZCTA5 24053,2682,498,104,40,78,24053,720,0.2684563758389262
1225,ZCTA5 78249,58705,9938,4047,1425,348,78249,15758,0.2684268801635295
1226,ZCTA5 85210,40240,8055,747,1863,134,85210,10799,0.2683648111332008
1227,ZCTA5 60657,69158,12011,1378,4074,1091,60657,18554,0.26828421874548136
1228,ZCTA5 28390,23346,2396,1367,2083,415,28390,6261,0.26818298637882293
1229,ZCTA5 80927,3748,659,79,267,0,80927,1005,0.2681430096051227
1230,ZCTA5 23409,194,0,0,52,0,23409,52,0.26804123711340205
1231,ZCTA5 37311,27235,4430,1174,1631,64,37311,7299,0.26800073434918303
1232,ZCTA5 67550,5709,449,984,92,5,67550,1530,0.2679978980557015
1233,ZCTA5 68787,6366,585,886,235,0,68787,1706,0.2679861765629909
1234,ZCTA5 06332,642,78,0,94,0,6332,172,0.26791277258566976
1235,ZCTA5 27617,18553,2346,1336,955,332,27617,4969,0.26782730555705275
1236,ZCTA5 12305,5031,807,371,91,78,12305,1347,0.26774001192605845
1237,ZCTA5 93650,3455,823,11,16,75,93650,925,0.26772793053545585
1238,ZCTA5 06021,325,56,22,4,5,6021,87,0.2676923076923077
1239,ZCTA5 98222,71,0,0,14,5,98222,19,0.2676056338028169
1240,ZCTA5 24132,445,0,119,0,0,24132,119,0.26741573033707866
1241,ZCTA5 70643,187,0,37,13,0,70643,50,0.26737967914438504
1242,ZCTA5 06901,6937,955,223,491,185,6901,1854,0.267262505405795
1243,ZCTA5 54751,25758,2805,2191,1814,70,54751,6880,0.26710148303439707
1244,ZCTA5 34987,8634,1077,304,685,240,34987,2306,0.2670836228862636
1245,ZCTA5 14882,4024,424,278,267,105,14882,1074,0.2668986083499006
1246,ZCTA5 67734,356,46,49,0,0,67734,95,0.26685393258426965
1247,ZCTA5 75235,18939,3206,1190,422,234,75235,5052,0.2667511484238872
1248,ZCTA5 77042,41709,7411,1128,972,1614,77042,11125,0.26672900333261407
1249,ZCTA5 01375,3588,247,493,103,114,1375,957,0.26672240802675584
1250,ZCTA5 17083,45,12,0,0,0,17083,12,0.26666666666666666
1251,ZCTA5 72955,270,0,0,72,0,72955,72,0.26666666666666666
1252,ZCTA5 90401,7245,934,424,373,200,90401,1931,0.2665286404416839
1253,ZCTA5 02143,25924,3551,1057,1561,740,2143,6909,0.26650979787069895
1254,ZCTA5 83025,631,64,0,104,0,83025,168,0.2662440570522979
1255,ZCTA5 39501,22966,2719,1144,2107,141,39501,6111,0.2660890011321083
1256,ZCTA5 75067,66368,8919,5702,2420,617,75067,17658,0.2660619575699132
1257,ZCTA5 10595,8247,1413,275,379,127,10595,2194,0.26603613435188556
1258,ZCTA5 57766,203,37,12,5,0,57766,54,0.2660098522167488
1259,ZCTA5 20190,18930,2769,862,1130,272,20190,5033,0.2658742736397253
1260,ZCTA5 75063,38378,4616,2038,2147,1401,75063,10202,0.2658293814164365
1261,ZCTA5 43008,2604,388,285,19,0,43008,692,0.26574500768049153
1262,ZCTA5 84601,33437,5862,1007,1694,322,84601,8885,0.26572359960522773
1263,ZCTA5 32025,22217,1927,3225,665,86,32025,5903,0.26569743889814107
1264,ZCTA5 86025,5537,699,433,323,16,86025,1471,0.265667328878454
1265,ZCTA5 02138,38397,3113,1144,3733,2208,2138,10198,0.26559366617183633
1266,ZCTA5 62466,4530,202,866,116,19,62466,1203,0.26556291390728476
1267,ZCTA5 66762,24560,3194,1449,1425,454,66762,6522,0.26555374592833875
1268,ZCTA5 41669,742,86,85,20,6,41669,197,0.26549865229110514
1269,ZCTA5 84144,388,33,36,34,0,84144,103,0.2654639175257732
1270,ZCTA5 20740,31604,3578,2274,1343,1194,20740,8389,0.26544108340716366
1271,ZCTA5 13153,373,99,0,0,0,13153,99,0.26541554959785524
1272,ZCTA5 25871,682,154,0,27,0,25871,181,0.2653958944281525
1273,ZCTA5 85173,3019,575,83,119,24,85173,801,0.26531964226565086
1274,ZCTA5 77006,22242,3387,1031,1027,456,77006,5901,0.26530887510115997
1275,ZCTA5 43606,24975,3375,1826,1123,301,43606,6625,0.2652652652652653
1276,ZCTA5 46799,230,10,51,0,0,46799,61,0.26521739130434785
1277,ZCTA5 65466,1788,243,148,83,0,65466,474,0.2651006711409396
1278,ZCTA5 58257,2075,258,66,219,7,58257,550,0.26506024096385544
1279,ZCTA5 68845,20509,3624,1151,612,49,68845,5436,0.2650543663757375
1280,ZCTA5 23043,2073,104,366,4,75,23043,549,0.26483357452966716
1281,ZCTA5 29205,24520,3010,1855,1475,153,29205,6493,0.2648042414355628
1282,ZCTA5 27606,46028,7005,2281,1506,1393,27606,12185,0.2647301642478491
1283,ZCTA5 13333,34,4,5,0,0,13333,9,0.2647058823529412
1284,ZCTA5 73069,24159,3762,1519,1027,85,73069,6393,0.2646218800447038
1285,ZCTA5 08028,20709,2378,2752,328,22,8028,5480,0.26461924767009515
1286,ZCTA5 97350,223,6,48,5,0,97350,59,0.2645739910313901
1287,ZCTA5 06340,30372,3148,628,3859,398,6340,8033,0.2644870275253523
1288,ZCTA5 23507,6599,818,522,389,13,23507,1742,0.26397939081679045
1289,ZCTA5 08350,629,7,107,52,0,8350,166,0.26391096979332274
1290,ZCTA5 99039,72,4,11,4,0,99039,19,0.2638888888888889
1291,ZCTA5 26627,417,110,0,0,0,26627,110,0.2637889688249401
1292,ZCTA5 83122,963,254,0,0,0,83122,254,0.26375908618899274
1293,ZCTA5 77551,21726,3389,1649,532,160,77551,5730,0.26373929853631595
1294,ZCTA5 77056,21439,3489,691,545,929,77056,5654,0.2637249871729092
1295,ZCTA5 61474,277,20,53,0,0,61474,73,0.26353790613718414
1296,ZCTA5 40104,949,93,83,74,0,40104,250,0.26343519494204426
1297,ZCTA5 22203,23984,2699,1102,1754,763,22203,6318,0.263425617078052
1298,ZCTA5 60614,70419,11308,1815,4503,923,60614,18549,0.2634090231329613
1299,ZCTA5 46166,2092,127,414,10,0,46166,551,0.26338432122370936
1300,ZCTA5 17102,7436,969,705,250,34,17102,1958,0.26331360946745563
1301,ZCTA5 41264,471,0,0,124,0,41264,124,0.2632696390658174
1302,ZCTA5 60551,5479,147,1241,54,0,60551,1442,0.26318671290381457
1303,ZCTA5 61316,289,40,34,2,0,61316,76,0.2629757785467128
1304,ZCTA5 75243,66359,11810,1610,2348,1676,75243,17444,0.26287315963170027
1305,ZCTA5 78562,4056,313,155,56,542,78562,1066,0.26282051282051283
1306,ZCTA5 30746,940,225,0,22,0,30746,247,0.26276595744680853
1307,ZCTA5 29614,2128,67,75,363,54,29614,559,0.262687969924812
1308,ZCTA5 76504,23386,3671,1772,592,108,76504,6143,0.262678525613615
1309,ZCTA5 77063,38082,6715,657,1229,1401,77063,10002,0.2626437687096266
1310,ZCTA5 98535,560,147,0,0,0,98535,147,0.2625
1311,ZCTA5 31098,3589,174,131,596,41,31098,942,0.26246865422123156
1312,ZCTA5 72143,35421,5572,1694,1896,118,72143,9280,0.26199147398435957
1313,ZCTA5 79403,17750,3439,1054,120,37,79403,4650,0.2619718309859155
1314,ZCTA5 75604,30485,5376,2068,426,113,75604,7983,0.26186649171723797
1315,ZCTA5 43022,4477,471,351,333,16,43022,1171,0.2615590797408979
1316,ZCTA5 98007,28868,4425,117,1525,1481,98007,7548,0.26146598309546903
1317,ZCTA5 65081,4208,287,730,83,0,65081,1100,0.26140684410646386
1318,ZCTA5 41727,812,199,13,0,0,41727,212,0.26108374384236455
1319,ZCTA5 02210,3139,270,202,317,30,2210,819,0.26091111819050655
1320,ZCTA5 66949,698,86,90,0,6,66949,182,0.2607449856733524
1321,ZCTA5 77077,57336,8392,1315,2598,2641,77077,14946,0.26067392214315616
1322,ZCTA5 45225,9080,1976,270,120,0,45225,2366,0.2605726872246696
1323,ZCTA5 33043,4909,407,245,420,206,33043,1278,0.26033815441026686
1324,ZCTA5 45352,242,36,7,20,0,45352,63,0.2603305785123967
1325,ZCTA5 85631,3677,731,64,129,33,85631,957,0.2602665216208866
1326,ZCTA5 67523,561,22,62,62,0,67523,146,0.26024955436720143
1327,ZCTA5 27707,50322,7100,2257,2980,758,27707,13095,0.26022415643257424
1328,ZCTA5 98068,392,14,82,4,2,98068,102,0.2602040816326531
1329,ZCTA5 28217,29056,5209,724,1304,321,28217,7558,0.2601183920704846
1330,ZCTA5 03830,2084,269,196,77,0,3830,542,0.2600767754318618
1331,ZCTA5 81049,273,47,24,0,0,81049,71,0.2600732600732601
1332,ZCTA5 32607,30350,5216,1532,787,357,32607,7892,0.2600329489291598
1333,ZCTA5 65778,450,95,0,19,3,65778,117,0.26
1334,ZCTA5 48197,67274,9376,4875,2407,828,48197,17486,0.25992210958171064
1335,ZCTA5 98850,1859,362,48,44,29,98850,483,0.25981710597095214
1336,ZCTA5 64166,285,74,0,0,0,64166,74,0.2596491228070175
1337,ZCTA5 88348,343,0,89,0,0,88348,89,0.2594752186588921
1338,ZCTA5 24020,613,0,51,96,12,24020,159,0.25938009787928223
1339,ZCTA5 21204,21547,2325,1805,1336,122,21204,5588,0.25934004733837657
1340,ZCTA5 39358,1890,233,178,79,0,39358,490,0.25925925925925924
1341,ZCTA5 67559,54,0,14,0,0,67559,14,0.25925925925925924
1342,ZCTA5 29324,336,87,0,0,0,29324,87,0.25892857142857145
1343,ZCTA5 98356,2218,181,92,301,0,98356,574,0.2587917042380523
1344,ZCTA5 98004,34731,5015,357,2544,1071,98004,8987,0.2587601854251245
1345,ZCTA5 01583,7611,1502,294,169,2,1583,1967,0.2584417290763369
1346,ZCTA5 32087,5872,313,1148,23,33,32087,1517,0.25834468664850135
1347,ZCTA5 31625,972,0,113,138,0,31625,251,0.25823045267489714
1348,ZCTA5 79606,25005,4286,1151,890,128,79606,6455,0.2581483703259348
1349,ZCTA5 30021,23791,3322,772,572,1472,30021,6138,0.25799672144928754
1350,ZCTA5 80231,36620,3547,3303,2118,479,80231,9447,0.25797378481703986
1351,ZCTA5 99357,4272,116,66,176,744,99357,1102,0.25795880149812733
1352,ZCTA5 66801,28333,4659,1762,709,178,66801,7308,0.2579324462640737
1353,ZCTA5 70112,2780,300,77,225,115,70112,717,0.2579136690647482
1354,ZCTA5 80420,962,106,76,66,0,80420,248,0.2577962577962578
1355,ZCTA5 97070,24030,2124,2694,1231,143,97070,6192,0.25767790262172285
1356,ZCTA5 76120,18469,3190,792,735,42,76120,4759,0.25767502301153283
1357,ZCTA5 40160,22909,2737,1370,1501,294,40160,5902,0.2576280064603431
1358,ZCTA5 57042,9245,1282,639,447,13,57042,2381,0.25754461871281775
1359,ZCTA5 83837,3143,481,117,211,0,83837,809,0.25739739102768056
1360,ZCTA5 66204,19444,2383,827,1720,70,66204,5000,0.25714873482822465
1361,ZCTA5 76681,665,72,90,9,0,76681,171,0.2571428571428571
1362,ZCTA5 65676,389,79,8,13,0,65676,100,0.2570694087403599
1363,ZCTA5 31405,36964,5560,1043,2605,293,31405,9501,0.2570338707932042
1364,ZCTA5 60929,790,50,151,2,0,60929,203,0.2569620253164557
1365,ZCTA5 33431,20841,1694,2091,1065,500,33431,5350,0.25670553236409
1366,ZCTA5 76373,187,48,0,0,0,76373,48,0.25668449197860965
1367,ZCTA5 35824,8505,1381,284,495,22,35824,2182,0.25655496766607877
1368,ZCTA5 23092,690,0,163,14,0,23092,177,0.2565217391304348
1369,ZCTA5 42326,499,128,0,0,0,42326,128,0.2565130260521042
1370,ZCTA5 79413,21946,3954,1138,453,83,79413,5628,0.25644764421762506
1371,ZCTA5 34760,874,215,9,0,0,34760,224,0.2562929061784897
1372,ZCTA5 82620,246,9,10,44,0,82620,63,0.25609756097560976
1373,ZCTA5 07720,4190,619,386,68,0,7720,1073,0.2560859188544153
1374,ZCTA5 33619,39302,7368,1544,772,379,33619,10063,0.2560429494682204
1375,ZCTA5 97721,207,0,0,32,21,97721,53,0.2560386473429952
1376,ZCTA5 55968,86,1,21,0,0,55968,22,0.2558139534883721
1377,ZCTA5 78885,86,22,0,0,0,78885,22,0.2558139534883721
1378,ZCTA5 26268,43,0,11,0,0,26268,11,0.2558139534883721
1379,ZCTA5 02116,23026,2072,1282,2091,444,2116,5889,0.25575436463128637
1380,ZCTA5 32211,34093,6834,659,935,288,32211,8716,0.25565365324260114
1381,ZCTA5 75252,26236,2083,2777,1025,822,75252,6707,0.2556411038268029
1382,ZCTA5 31772,536,16,81,40,0,31772,137,0.2555970149253731
1383,ZCTA5 24957,227,40,7,11,0,24957,58,0.2555066079295154
1384,ZCTA5 12860,595,53,61,27,11,12860,152,0.25546218487394956
1385,ZCTA5 46590,4914,696,283,261,15,46590,1255,0.2553927553927554
1386,ZCTA5 95442,3113,147,437,211,0,95442,795,0.25538066174108576
1387,ZCTA5 84735,235,25,35,0,0,84735,60,0.2553191489361702
1388,ZCTA5 79258,47,0,12,0,0,79258,12,0.2553191489361702
1389,ZCTA5 30309,24465,2833,1069,1773,570,30309,6245,0.255262620069487
1390,ZCTA5 80124,21207,1783,1782,1549,297,80124,5411,0.25515160088649974
1391,ZCTA5 55104,44991,6046,3146,1667,616,55104,11475,0.2550510102020404
1392,ZCTA5 27582,447,103,4,7,0,27582,114,0.2550335570469799
1393,ZCTA5 38115,40345,8974,138,1119,55,38115,10286,0.2549510472177469
1394,ZCTA5 28725,55,14,0,0,0,28725,14,0.2545454545454545
1395,ZCTA5 42741,385,98,0,0,0,42741,98,0.2545454545454545
1396,ZCTA5 43620,5831,1108,147,229,0,43620,1484,0.2545018007202881
1397,ZCTA5 54119,782,38,84,77,0,54119,199,0.2544757033248082
1398,ZCTA5 48910,34794,5368,2518,847,120,48910,8853,0.25444042076220036
1399,ZCTA5 38963,4709,51,10,1137,0,38963,1198,0.25440645572308346
1400,ZCTA5 80112,32724,2519,3183,2198,425,80112,8325,0.2544004400440044
1401,ZCTA5 92606,24372,3106,612,1096,1379,92606,6193,0.2541030690956836
1402,ZCTA5 08536,19512,1539,748,1362,1306,8536,4955,0.2539462894628946
1403,ZCTA5 77504,23553,4979,606,243,153,77504,5981,0.253937927227954
1404,ZCTA5 61455,20493,2259,2162,618,164,61455,5203,0.25389157273215246
1405,ZCTA5 62049,8866,322,1759,169,0,62049,2250,0.2537784795849312
1406,ZCTA5 80210,35871,3946,2317,2262,577,80210,9102,0.2537425775696245
1407,ZCTA5 89118,21944,3984,126,1197,260,89118,5567,0.25369121399927086
1408,ZCTA5 23503,31404,3292,1964,2257,452,23503,7965,0.25363011081390907
1409,ZCTA5 57062,2327,24,480,84,2,57062,590,0.25354533734422
1410,ZCTA5 66716,363,49,38,5,0,66716,92,0.2534435261707989
1411,ZCTA5 63110,18024,1838,1098,1503,129,63110,4568,0.2534398579671549
1412,ZCTA5 99613,450,44,29,41,0,99613,114,0.25333333333333335
1413,ZCTA5 28538,1947,371,28,94,0,28538,493,0.2532100667693888
1414,ZCTA5 17104,19405,3119,953,396,445,17104,4913,0.25318216954393197
1415,ZCTA5 97904,237,32,19,9,0,97904,60,0.25316455696202533
1416,ZCTA5 91917,909,227,3,0,0,91917,230,0.253025302530253
1417,ZCTA5 60610,38510,6182,866,2092,603,60610,9743,0.25299922098156324
1418,ZCTA5 33139,38224,6286,340,1500,1541,33139,9667,0.2529039347007116
1419,ZCTA5 03597,435,36,23,51,0,3597,110,0.25287356321839083
1420,ZCTA5 95926,38661,5278,4027,266,205,95926,9776,0.25286464395644187
1421,ZCTA5 02135,44381,4039,3482,2545,1152,2135,11218,0.252765823212636
1422,ZCTA5 06511,52206,6950,1042,3386,1813,6511,13191,0.25267210665440754
1423,ZCTA5 25051,285,14,58,0,0,25051,72,0.25263157894736843
1424,ZCTA5 45324,40502,4669,3645,1428,488,45324,10230,0.2525801195002716
1425,ZCTA5 32536,22999,2815,691,2030,272,32536,5808,0.25253271881386147
1426,ZCTA5 13346,6020,370,420,484,246,13346,1520,0.25249169435215946
1427,ZCTA5 79512,7677,421,1287,205,25,79512,1938,0.252442360296991
1428,ZCTA5 19545,630,100,59,0,0,19545,159,0.2523809523809524
1429,ZCTA5 88120,218,30,0,25,0,88120,55,0.25229357798165136
1430,ZCTA5 25076,341,86,0,0,0,25076,86,0.25219941348973607
1431,ZCTA5 93212,23323,2482,3276,100,24,93212,5882,0.25219740170647
1432,ZCTA5 27705,48558,5427,2243,3074,1499,27705,12243,0.2521314716421599
1433,ZCTA5 32730,5935,540,641,293,22,32730,1496,0.25206402695871943
1434,ZCTA5 26404,488,123,0,0,0,26404,123,0.2520491803278688
1435,ZCTA5 62927,377,58,35,2,0,62927,95,0.2519893899204244
1436,ZCTA5 85034,4712,832,45,310,0,85034,1187,0.2519100169779287
1437,ZCTA5 76706,38087,5053,2489,1761,289,76706,9592,0.2518444613647701
1438,ZCTA5 28594,3697,387,198,305,41,28594,931,0.2518258047065188
1439,ZCTA5 53713,22457,3811,1135,559,148,53713,5653,0.251725519882442
1440,ZCTA5 97214,26074,3504,1043,1864,151,97214,6562,0.25166832860320626
1441,ZCTA5 10010,33431,4192,1090,2843,282,10010,8407,0.25147318357213366
1442,ZCTA5 89414,179,45,0,0,0,89414,45,0.25139664804469275
1443,ZCTA5 77057,40707,7127,1120,813,1172,77057,10232,0.25135726042204043
1444,ZCTA5 89412,195,0,18,31,0,89412,49,0.2512820512820513
1445,ZCTA5 67654,3928,465,464,58,0,67654,987,0.25127291242362526
1446,ZCTA5 44504,4753,596,200,293,105,44504,1194,0.25120976225541763
1447,ZCTA5 32514,44297,6127,2002,2697,291,32514,11117,0.25096507664175904
1448,ZCTA5 32460,5734,199,1139,101,0,32460,1439,0.25095919079176837
1449,ZCTA5 77340,30673,2224,4391,829,244,77340,7688,0.2506438887621035
1450,ZCTA5 83120,778,0,0,195,0,83120,195,0.2506426735218509
1451,ZCTA5 83604,523,58,38,35,0,83604,131,0.25047801147227533
1452,ZCTA5 06607,8665,1515,165,411,79,6607,2170,0.2504327755337565
1453,ZCTA5 78056,1889,107,366,0,0,78056,473,0.25039703546850184
1454,ZCTA5 80907,28650,4638,662,1671,200,80907,7171,0.2502966841186737
1455,ZCTA5 34211,7860,814,566,525,62,34211,1967,0.2502544529262086
1456,ZCTA5 30324,26637,2559,1981,1796,328,30324,6664,0.25017832338476553
1457,ZCTA5 47683,180,4,24,17,0,47683,45,0.25
1458,ZCTA5 51541,364,0,91,0,0,51541,91,0.25
1459,ZCTA5 81222,460,105,0,10,0,81222,115,0.25
1460,ZCTA5 55111,20,5,0,0,0,55111,5,0.25
